FlyPopulationCode;RefCode;SiteCode;FlyFamily;FlyGenus;FlySpecies;FlySubspecies;CurrentFlySpecies;FlyCaptureNumber;FlyFemales;FlyMales;FlyUndetermined;
BFFPOP2351;BFR132;BFA497;Streblidae;Trichobius;Trichobius brennani;;Trichobius brennani;3;1;2;0;
BFFPOP2352;BFR132;BFA498;Streblidae;Anastrebla;Anastrebla modestini;;Anastrebla modestini;8;5;3;0;
BFFPOP2353;BFR132;BFA498;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;2;1;1;0;
BFFPOP2354;BFR132;BFA498;Streblidae;Exastinion;Exastinion clovisi;;Exastinion clovisi;4;2;2;0;
BFFPOP2355;BFR132;BFA498;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;103;65;38;0;
BFFPOP2356;BFR132;BFA498;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;1;1;0;0;
BFFPOP2357;BFR132;BFA498;Streblidae;Trichobius;Trichobius brennani;;Trichobius brennani;1;0;1;0;
BFFPOP2358;BFR132;BFA498;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;30;15;15;0;
BFFPOP2359;BFR133;BFA499;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;33;15;18;0;
BFFPOP2360;BFR133;BFA499;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;4;1;3;0;
BFFPOP2361;BFR133;BFA499;Streblidae;Exastinion;Exastinion clovisi;;Exastinion clovisi;13;6;7;0;
BFFPOP2362;BFR133;BFA499;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;4;2;2;0;
BFFPOP2363;BFR133;BFA499;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;79;39;40;0;
BFFPOP2364;BFR133;BFA499;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;2;1;1;0;
BFFPOP2365;BFR133;BFA499;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;104;46;58;0;
BFFPOP2366;BFR133;BFA499;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;6;2;4;0;
BFFPOP2367;BFR133;BFA499;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;3;2;1;0;
BFFPOP2368;BFR133;BFA499;Streblidae;Strebla;Strebla mirabilis;;Strebla mirabilis;4;2;2;0;
BFFPOP2369;BFR133;BFA499;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;1;0;1;0;
BFFPOP2370;BFR133;BFA499;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;5;3;2;0;
BFFPOP2371;BFR133;BFA499;Streblidae;Trichobius;Trichobius brennani;;Trichobius brennani;10;5;5;0;
BFFPOP2372;BFR133;BFA499;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;14;3;11;0;
BFFPOP2373;BFR133;BFA499;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;19;8;11;0;
BFFPOP2374;BFR133;BFA499;Streblidae;Trichobius;Trichobius sphaeronotus;;Trichobius sphaeronotus;7;2;5;0;
BFFPOP2375;BFR133;BFA499;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;4;2;2;0;
BFFPOP2376;BFR133;BFA500;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;9;5;4;0;
BFFPOP2377;BFR133;BFA500;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;28;12;16;0;
BFFPOP2378;BFR133;BFA500;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;64;27;37;0;
BFFPOP2379;BFR133;BFA500;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;35;17;18;0;
BFFPOP2380;BFR133;BFA500;Streblidae;Strebla;Strebla mirabilis;;Strebla mirabilis;1;1;0;0;
BFFPOP2381;BFR133;BFA500;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;1;0;1;0;
BFFPOP2382;BFR133;BFA500;Streblidae;Trichobius;Trichobius brennani;;Trichobius brennani;6;4;2;0;
BFFPOP2383;BFR133;BFA500;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;4;3;1;0;
BFFPOP2384;BFR133;BFA500;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;2;1;1;0;
BFFPOP2385;BFR133;BFA501;Streblidae;Anastrebla;Anastrebla modestini;;Anastrebla modestini;3;2;1;0;
BFFPOP2386;BFR133;BFA501;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;19;8;11;0;
BFFPOP2387;BFR133;BFA501;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;23;14;9;0;
BFFPOP2388;BFR133;BFA501;Streblidae;Exastinion;Exastinion clovisi;;Exastinion clovisi;9;4;5;0;
BFFPOP2389;BFR133;BFA501;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;2;1;1;0;
BFFPOP2390;BFR133;BFA501;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;141;59;82;0;
BFFPOP2391;BFR133;BFA501;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;1;0;1;0;
BFFPOP2392;BFR133;BFA501;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;62;27;35;0;
BFFPOP2393;BFR133;BFA501;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;7;3;4;0;
BFFPOP2394;BFR133;BFA501;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;5;2;3;0;
BFFPOP2395;BFR133;BFA501;Streblidae;Trichobius;Trichobius brennani;;Trichobius brennani;28;15;13;0;
BFFPOP2396;BFR133;BFA501;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;3;2;1;0;
BFFPOP2397;BFR133;BFA501;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;95;34;61;0;
BFFPOP2398;BFR134;BFA502;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;81;NA;NA;81;
BFFPOP2399;BFR134;BFA502;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;9;NA;NA;9;
BFFPOP2400;BFR134;BFA502;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;2;NA;NA;2;
BFFPOP2401;BFR134;BFA502;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;5;NA;NA;5;
BFFPOP2402;BFR134;BFA502;Streblidae;Trichobius;Trichobius angulatus;;Trichobius angulatus;1;NA;NA;1;
BFFPOP2403;BFR134;BFA502;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;1;NA;NA;1;
BFFPOP2404;BFR134;BFA502;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;44;NA;NA;44;
BFFPOP2405;BFR134;BFA502;Streblidae;Trichobius;Trichobius longicrus;;Trichobius longicrus;6;NA;NA;6;
BFFPOP2406;BFR134;BFA502;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;1;NA;NA;1;
BFFPOP2407;BFR134;BFA502;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;4;NA;NA;4;
BFFPOP2408;BFR134;BFA503;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;32;NA;NA;32;
BFFPOP2409;BFR134;BFA503;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;2;NA;NA;2;
BFFPOP2410;BFR134;BFA503;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;2;NA;NA;2;
BFFPOP2411;BFR134;BFA503;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;1;NA;NA;1;
BFFPOP2412;BFR134;BFA503;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;9;NA;NA;9;
BFFPOP2413;BFR134;BFA503;Streblidae;Trichobius;Trichobius angulatus;;Trichobius angulatus;9;NA;NA;9;
BFFPOP2414;BFR134;BFA503;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;1;NA;NA;1;
BFFPOP2415;BFR134;BFA503;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;13;NA;NA;13;
BFFPOP2416;BFR134;BFA504;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;47;NA;NA;47;
BFFPOP2417;BFR134;BFA504;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;9;NA;NA;9;
BFFPOP2418;BFR134;BFA504;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;2;NA;NA;2;
BFFPOP2419;BFR134;BFA504;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;3;NA;NA;3;
BFFPOP2420;BFR134;BFA504;Streblidae;Trichobius;Trichobius angulatus;;Trichobius angulatus;6;NA;NA;6;
BFFPOP2421;BFR134;BFA504;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;1;NA;NA;1;
BFFPOP2422;BFR134;BFA504;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;71;NA;NA;71;
BFFPOP2423;BFR134;BFA504;Streblidae;Trichobius;Trichobius perspicillatus;;Trichobius perspicillatus;5;NA;NA;5;
BFFPOP2424;BFR134;BFA504;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;1;NA;NA;1;
BFFPOP2425;BFR134;BFA504;Streblidae;Trichobius;Trichobius costalimai;;Trichobius costalimai;12;NA;NA;12;
BFFPOP2426;BFR135;BFA505;Streblidae;Anastrebla;Anastrebla modestini;;Anastrebla modestini;152;NA;NA;152;
BFFPOP2427;BFR135;BFA505;Streblidae;Exastinion;Exastinion clovisi;;Exastinion clovisi;203;NA;NA;203;
BFFPOP2428;BFR135;BFA505;Streblidae;Trichobius;Trichobius sp.;;Trichobius sp.;7;NA;NA;7;
BFFPOP2429;BFR136;BFA506;;Cyclopodia;Cyclopodia sp.;;Cyclopodia sp.;NA;NA;NA;NA;
BFFPOP2430;BFR137;BFA507;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;623;NA;NA;623;
BFFPOP2431;BFR137;BFA507;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;340;NA;NA;340;
BFFPOP2432;BFR137;BFA508;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;494;NA;NA;494;
BFFPOP2433;BFR137;BFA508;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;327;NA;NA;327;
BFFPOP2434;BFR138;BFA509;Streblidae;Trichobius;Trichobius corynorhini;;Trichobius corynorhini;33;19;14;0;
BFFPOP2435;BFR138;BFA509;Nycteribiidae;Basilia;Basilia corynorhini;;Basilia corynorhini;1;0;1;0;
BFFPOP2436;BFR139;BFA510;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;99;NA;NA;99;
BFFPOP2437;BFR139;BFA510;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;65;NA;NA;65;
BFFPOP2438;BFR139;BFA510;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;56;NA;NA;56;
BFFPOP2439;BFR139;BFA510;Streblidae;Strebla;Strebla mirabilis;;Strebla mirabilis;2;NA;NA;2;
BFFPOP2440;BFR139;BFA510;Streblidae;Strebla;Strebla carolliae;;Strebla carolliae;3;NA;NA;3;
BFFPOP2441;BFR140;BFA511;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;21;NA;NA;21;
BFFPOP2442;BFR140;BFA511;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;1;NA;NA;1;
BFFPOP2443;BFR140;BFA511;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;9;NA;NA;9;
BFFPOP2444;BFR140;BFA511;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;256;NA;NA;256;
BFFPOP2445;BFR140;BFA511;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;45;NA;NA;45;
BFFPOP2446;BFR140;BFA511;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;22;NA;NA;22;
BFFPOP2447;BFR140;BFA511;Streblidae;Trichobius;Trichobius anducei;;Trichobius anducei;6;NA;NA;6;
BFFPOP2448;BFR140;BFA511;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;1;NA;NA;1;
BFFPOP2449;BFR140;BFA511;Nycteribiidae;Basilia;Basilia anceps;;Basilia anceps;1;NA;NA;1;
BFFPOP2450;BFR140;BFA511;Streblidae;Anatrichobius;Anatrichobius scorzai;;Anatrichobius scorzai;3;NA;NA;3;
BFFPOP2451;BFR140;BFA511;Streblidae;Trichobius;Trichobius johnsonae;;Trichobius johnsonae;1;NA;NA;1;
BFFPOP2452;BFR140;BFA511;Streblidae;Nycterophilia;Nycterophilia parnelli;;Nycterophilia parnelli;1;NA;NA;1;
BFFPOP2453;BFR140;BFA511;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;49;NA;NA;49;
BFFPOP2454;BFR140;BFA511;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;1;NA;NA;1;
BFFPOP2455;BFR140;BFA511;Streblidae;Trichobius;Trichobius dugesioides;;Trichobius dugesioides;20;NA;NA;20;
BFFPOP2456;BFR141;BFA512;Nycteribiidae;Basilia;Basilia paracyclopodia;;Basilia paracyclopodia;4;NA;NA;4;
BFFPOP2457;BFR141;BFA512;;Cyclopodia;Cyclopodia dubia;;Cyclopodia dubia;9;NA;NA;9;
BFFPOP2458;BFR142;BFA513;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;5;NA;NA;5;
BFFPOP2459;BFR142;BFA514;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;8;NA;NA;8;
BFFPOP2460;BFR142;BFA515;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;6;NA;NA;6;
BFFPOP2461;BFR142;BFA516;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;22;NA;NA;22;
BFFPOP2462;BFR142;BFA517;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;24;NA;NA;24;
BFFPOP2463;BFR142;BFA518;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;14;NA;NA;14;
BFFPOP2464;BFR142;BFA519;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;21;NA;NA;21;
BFFPOP2465;BFR142;BFA520;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;9;NA;NA;9;
BFFPOP2466;BFR142;BFA521;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;7;NA;NA;7;
BFFPOP2467;BFR142;BFA522;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;3;NA;NA;3;
BFFPOP2468;BFR142;BFA523;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;NA;NA;NA;NA;
BFFPOP2469;BFR142;BFA524;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;43;NA;NA;43;
BFFPOP2470;BFR142;BFA525;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;17;NA;NA;17;
BFFPOP2471;BFR142;BFA526;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;29;NA;NA;29;
BFFPOP2472;BFR142;BFA527;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;9;NA;NA;9;
BFFPOP2473;BFR142;BFA528;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;NA;NA;NA;NA;
BFFPOP2474;BFR142;BFA529;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;2;NA;NA;2;
BFFPOP2475;BFR142;BFA530;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;5;NA;NA;5;
BFFPOP2476;BFR142;BFA531;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;9;NA;NA;9;
BFFPOP2477;BFR142;BFA532;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;2;NA;NA;2;
BFFPOP2478;BFR142;BFA533;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;17;NA;NA;17;
BFFPOP2479;BFR142;BFA534;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;16;NA;NA;16;
BFFPOP2480;BFR142;BFA535;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;10;NA;NA;10;
BFFPOP2481;BFR143;BFA536;Nycteribiidae;Nycteribia;Nycteribia kolenatii;;Nycteribia kolenatii;1116;NA;NA;1116;
BFFPOP2482;BFR144;BFA537;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;NA;NA;NA;NA;
BFFPOP2483;BFR144;BFA538;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;NA;NA;NA;NA;
BFFPOP2484;BFR144;BFA539;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;NA;NA;NA;NA;
BFFPOP2485;BFR144;BFA540;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;NA;NA;NA;NA;
BFFPOP2486;BFR144;BFA541;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;NA;NA;NA;NA;
BFFPOP2487;BFR144;BFA542;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;NA;NA;NA;NA;
BFFPOP2488;BFR145;BFA543;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;19;NA;NA;19;
BFFPOP2489;BFR145;BFA543;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;32;NA;NA;32;
BFFPOP2490;BFR145;BFA543;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;44;NA;NA;44;
BFFPOP2491;BFR145;BFA543;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;13;NA;NA;13;
BFFPOP2492;BFR145;BFA543;Streblidae;Strebla;Strebla carolliae;;Strebla carolliae;1;NA;NA;1;
BFFPOP2493;BFR145;BFA543;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;10;NA;NA;10;
BFFPOP2494;BFR145;BFA543;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;2;NA;NA;2;
BFFPOP2495;BFR145;BFA543;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;20;NA;NA;20;
BFFPOP2496;BFR145;BFA543;Streblidae;Paratrichobius;Paratrichobius lowei;;Paratrichobius lowei;10;NA;NA;10;
BFFPOP2497;BFR145;BFA543;Streblidae;Paratrichobius;Paratrichobius salvini;;Paratrichobius salvini;1;NA;NA;1;
BFFPOP2498;BFR145;BFA543;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;9;NA;NA;9;
BFFPOP2499;BFR145;BFA543;Streblidae;Trichobius;Trichobius johnsonae;;Trichobius johnsonae;1;NA;NA;1;
BFFPOP2500;BFR145;BFA543;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;5;NA;NA;5;
BFFPOP2501;BFR145;BFA543;Streblidae;Paraeuctenodes;Paraeuctenodes longipes;;Paraeuctenodes longipes;2;NA;NA;2;
BFFPOP2502;BFR145;BFA543;Streblidae;Trichobius;Trichobius diphyllae;;Trichobius diphyllae;5;NA;NA;5;
BFFPOP2503;BFR145;BFA543;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;3;NA;NA;3;
BFFPOP2504;BFR145;BFA543;Streblidae;Trichobius;Trichobius furmani;;Trichobius furmani;6;NA;NA;6;
BFFPOP2505;BFR145;BFA543;Streblidae;Trichobius;Trichobius pallidus;;Trichobius pallidus;1;NA;NA;1;
BFFPOP2506;BFR145;BFA543;Streblidae;Trichobius;Trichobius sparsus;;Trichobius sparsus;22;NA;NA;22;
BFFPOP2507;BFR145;BFA543;Streblidae;Trichobius;Trichobius sphaeronotus;;Trichobius sphaeronotus;5;NA;NA;5;
BFFPOP2508;BFR145;BFA543;Streblidae;Noctiliostrebla;Noctiliostrebla traubi;;Noctiliostrebla traubi;2;NA;NA;2;
BFFPOP2509;BFR145;BFA543;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;43;NA;NA;43;
BFFPOP2510;BFR145;BFA543;Streblidae;Nycterophilia;Nycterophilia parnelli;;Nycterophilia parnelli;2;NA;NA;2;
BFFPOP2511;BFR145;BFA543;Streblidae;Trichobius;Trichobius caecus;;Trichobius caecus;6;NA;NA;6;
BFFPOP2512;BFR146;BFA544;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;9;NA;NA;9;
BFFPOP2513;BFR146;BFA544;Streblidae;Mastoptera;Mastoptera minuta;;Mastoptera minuta;1;NA;NA;1;
BFFPOP2514;BFR146;BFA544;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;7;NA;NA;7;
BFFPOP2515;BFR146;BFA544;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;2;NA;NA;2;
BFFPOP2516;BFR146;BFA544;Streblidae;Neotrichobius;Neotrichobius delicatus;;Neotrichobius delicatus;1;NA;NA;1;
BFFPOP2517;BFR146;BFA544;Streblidae;Neotrichobius;Neotrichobius stenopterus;;Neotrichobius stenopterus;8;NA;NA;8;
BFFPOP2518;BFR146;BFA544;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;49;NA;NA;49;
BFFPOP2519;BFR146;BFA544;Streblidae;Strebla;Strebla altmani;;Strebla altmani;1;NA;NA;1;
BFFPOP2520;BFR146;BFA544;Streblidae;Strebla;Strebla consocia;;Strebla consocia;2;NA;NA;2;
BFFPOP2521;BFR146;BFA544;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;6;NA;NA;6;
BFFPOP2522;BFR146;BFA544;Streblidae;Strebla;Strebla hertigi;;Strebla hertigi;8;NA;NA;8;
BFFPOP2523;BFR146;BFA544;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;2;NA;NA;2;
BFFPOP2524;BFR146;BFA544;Streblidae;Trichobius;Trichobius dyvasi;;Trichobius dyvasi;2;NA;NA;2;
BFFPOP2525;BFR146;BFA544;Streblidae;Trichobius;Trichobius furmani;;Trichobius furmani;5;NA;NA;5;
BFFPOP2526;BFR146;BFA544;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;62;NA;NA;62;
BFFPOP2527;BFR146;BFA544;Streblidae;Trichobius;Trichobius lonchophyllae;;Trichobius lonchophyllae;2;NA;NA;2;
BFFPOP2528;BFR146;BFA544;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;3;NA;NA;3;
BFFPOP2529;BFR146;BFA544;Streblidae;Trichobius;Trichobius tiptoni;;Trichobius tiptoni;1;NA;NA;1;
BFFPOP2530;BFR147;BFA545;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;11;4;7;0;
BFFPOP2531;BFR147;BFA545;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;186;79;107;0;
BFFPOP2532;BFR147;BFA545;Streblidae;Paratrichobius;Paratrichobius dunni;;Paratrichobius dunni;2;2;0;0;
BFFPOP2533;BFR147;BFA545;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;4;3;1;0;
BFFPOP2534;BFR147;BFA545;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;2;0;2;0;
BFFPOP2535;BFR147;BFA545;Streblidae;Trichobius;Trichobius brennani;;Trichobius brennani;12;8;4;0;
BFFPOP2536;BFR147;BFA545;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;11;6;5;0;
BFFPOP2537;BFR147;BFA545;Streblidae;Trichobius;Trichobius major;;Trichobius major;1;1;0;0;
BFFPOP2538;BFR147;BFA546;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;37;17;20;0;
BFFPOP2539;BFR147;BFA546;Streblidae;Exastinion;Exastinion clovisi;;Exastinion clovisi;1;1;0;0;
BFFPOP2540;BFR147;BFA546;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;1;1;0;0;
BFFPOP2541;BFR147;BFA546;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;82;32;50;0;
BFFPOP2542;BFR147;BFA546;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;1;0;1;0;
BFFPOP2543;BFR147;BFA546;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;3;2;1;0;
BFFPOP2544;BFR147;BFA546;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;4;2;2;0;
BFFPOP2545;BFR147;BFA546;Streblidae;Strebla;Strebla carolliae;;Strebla carolliae;1;0;1;0;
BFFPOP2546;BFR147;BFA546;Streblidae;Trichobius;Trichobius brennani;;Trichobius brennani;17;10;7;0;
BFFPOP2547;BFR147;BFA546;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;1;0;1;0;
BFFPOP2548;BFR147;BFA546;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;22;13;9;0;
BFFPOP2549;BFR147;BFA547;Streblidae;Anastrebla;Anastrebla modestini;;Anastrebla modestini;3;1;2;0;
BFFPOP2550;BFR147;BFA547;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;8;1;7;0;
BFFPOP2551;BFR147;BFA547;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;34;20;14;0;
BFFPOP2552;BFR147;BFA547;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;4;3;1;0;
BFFPOP2553;BFR147;BFA547;Streblidae;Nycterophilia;Nycterophilia parnelli;;Nycterophilia parnelli;1;1;0;0;
BFFPOP2554;BFR147;BFA547;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;5;4;1;0;
BFFPOP2555;BFR147;BFA547;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;1;1;0;0;
BFFPOP2556;BFR147;BFA547;Streblidae;Strebla;Strebla carolliae;;Strebla carolliae;2;0;2;0;
BFFPOP2557;BFR147;BFA547;Streblidae;Trichobius;Trichobius brennani;;Trichobius brennani;4;4;0;0;
BFFPOP2558;BFR147;BFA547;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;22;11;11;0;
BFFPOP2559;BFR148;BFA548;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;3;NA;NA;3;
BFFPOP2560;BFR148;BFA548;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;17;NA;NA;17;
BFFPOP2561;BFR148;BFA548;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;7;NA;NA;7;
BFFPOP2562;BFR148;BFA548;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;2;1;1;0;
BFFPOP2563;BFR148;BFA548;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;7;3;2;2;
BFFPOP2564;BFR148;BFA548;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;2;NA;NA;2;
