FlyPopulationCode,RefCode,SiteCode,FlyFamily,FlyGenus,FlySpecies,CurrentFlySpecies,FlySubspecies,FlyCaptureNumber,FlyFemales,FlyMales,FlyUndetermined
BFFPOP1739,BFR070,BFA267,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,19,NA,NA,19
BFFPOP1740,BFR070,BFA267,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,29,NA,NA,29
BFFPOP1741,BFR070,BFA267,Streblidae,Nycterophilia,Nycterophilia bilineata,Nycterophilia bilineata,NA,20,NA,NA,20
BFFPOP1742,BFR070,BFA267,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,50,NA,NA,50
BFFPOP1743,BFR071,BFA268,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,39,NA,NA,39
BFFPOP1744,BFR071,BFA268,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,54,NA,NA,54
BFFPOP1745,BFR071,BFA268,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,2,NA,NA,2
BFFPOP1746,BFR071,BFA268,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,NA,NA,1
BFFPOP1747,BFR071,BFA268,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,11,NA,NA,11
BFFPOP1748,BFR071,BFA268,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,9,NA,NA,9
BFFPOP1749,BFR071,BFA268,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,68,NA,NA,68
BFFPOP1750,BFR071,BFA268,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,105,NA,NA,105
BFFPOP1751,BFR072,BFA269,Streblidae,Trichobius,Trichobius leionotus,Trichobius leionotus,NA,3,NA,NA,3
BFFPOP1752,BFR072,BFA269,Nycteribiidae,Basilia,Basilia antrozoi,Basilia antrozoi,NA,41,NA,NA,41
BFFPOP1753,BFR072,BFA269,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,2,NA,NA,2
BFFPOP1754,BFR072,BFA269,Nycteribiidae,Basilia,Basilia forcipata,Basilia forcipata,NA,3,NA,NA,3
BFFPOP1755,BFR072,BFA269,Streblidae,Trichobius,Trichobius major,Trichobius major,NA,1,NA,NA,1
BFFPOP1756,BFR072,BFA269,Nycteribiidae,Basilia,Basilia rondanii,Basilia rondanii,NA,2,NA,NA,2
BFFPOP1757,BFR073,BFA270,Streblidae,Anastrebla,Anastrebla modestini,Anastrebla modestini,NA,60,NA,NA,60
BFFPOP1758,BFR073,BFA270,Streblidae,Exastinion,Exastinion clovisi,Exastinion clovisi,NA,330,NA,NA,330
BFFPOP1759,BFR073,BFA270,Streblidae,Trichobius,Trichobius sphaeronotus,Trichobius sphaeronotus,NA,363,NA,NA,363
BFFPOP1760,BFR073,BFA270,Streblidae,Nycterophilia,Nycterophilia natali,Nycterophilia natali,NA,82,NA,NA,82
BFFPOP1761,BFR073,BFA270,Streblidae,Trichobius,Trichobius major,Trichobius major,NA,1,NA,NA,1
BFFPOP1762,BFR074,BFA271,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,345,148,197,0
BFFPOP1763,BFR074,BFA271,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,17,8,9,0
BFFPOP1764,BFR075,BFA272,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,417,NA,NA,417
BFFPOP1765,BFR075,BFA272,Streblidae,Nycterophilia,Nycterophilia fairchildi,Nycterophilia fairchildi,NA,382,NA,NA,382
BFFPOP1766,BFR075,BFA272,Streblidae,Nycterophilia,Nycterophilia parnelli,Nycterophilia parnelli,NA,215,NA,NA,215
BFFPOP1767,BFR075,BFA272,Streblidae,Trichobius,Trichobius sphaeronotus,Trichobius sphaeronotus,NA,633,NA,NA,633
BFFPOP1768,BFR075,BFA272,Streblidae,Trichobius,Trichobius johnsonae,Trichobius johnsonae,NA,1495,NA,NA,1495
BFFPOP1769,BFR075,BFA272,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,628,NA,NA,628
BFFPOP1770,BFR076,BFA273,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,11,NA,NA,11
BFFPOP1771,BFR076,BFA273,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,26,NA,NA,26
BFFPOP1772,BFR076,BFA273,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,7,NA,NA,7
BFFPOP1773,BFR076,BFA273,Streblidae,Speiseria,Strebla ambigua,Speiseria ambigua,NA,10,NA,NA,10
BFFPOP1774,BFR076,BFA273,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,2,NA,NA,2
BFFPOP1775,BFR076,BFA273,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,49,NA,NA,49
BFFPOP1776,BFR076,BFA273,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,60,NA,NA,60
BFFPOP1777,BFR076,BFA273,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,4,NA,NA,4
BFFPOP1778,BFR076,BFA273,Streblidae,Stizostrebla,Strebla longirostris,Stizostrebla longirostris,NA,5,NA,NA,5
BFFPOP1779,BFR076,BFA273,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,1,NA,NA,1
BFFPOP1780,BFR076,BFA273,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,10,NA,NA,10
BFFPOP1781,BFR076,BFA273,Streblidae,Trichobius,Trichobius dugesioides phyllostomus,Trichobius dugesioides,phyllostomus,1,NA,NA,1
BFFPOP1782,BFR076,BFA273,Streblidae,Trichobius,Trichobius perspicillatus,Trichobius perspicillatus,NA,2,NA,NA,2
BFFPOP1783,BFR076,BFA273,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,7,NA,NA,7
BFFPOP1784,BFR076,BFA273,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,8,NA,NA,8
BFFPOP1785,BFR077,BFA274,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,14,NA,NA,14
BFFPOP1786,BFR077,BFA274,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,24,NA,NA,24
BFFPOP1787,BFR077,BFA274,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,17,NA,NA,17
BFFPOP1788,BFR077,BFA274,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,13,NA,NA,13
BFFPOP1789,BFR077,BFA274,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,136,NA,NA,136
BFFPOP1790,BFR077,BFA274,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,17,NA,NA,17
BFFPOP1791,BFR077,BFA274,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,1,NA,NA,1
BFFPOP1792,BFR077,BFA274,Streblidae,Trichobius,Trichobius sp.,Trichobius sp.,NA,18,NA,NA,18
BFFPOP1793,BFR077,BFA274,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,724,NA,NA,724
BFFPOP1794,BFR077,BFA274,Streblidae,Strebla,Strebla hoogstraali,Strebla hoogstraali,NA,16,NA,NA,16
BFFPOP1795,BFR077,BFA274,Streblidae,Trichobius,Trichobius silvicolae,Trichobius silvicolae,NA,9,NA,NA,9
BFFPOP1796,BFR077,BFA274,Streblidae,Pseudostrebla,Pseudostrebla sparsisetis,Pseudostrebla sparsisetis,NA,90,NA,NA,90
BFFPOP1797,BFR077,BFA274,Streblidae,Stizostrebla,Stizostrebla longirostris,Stizostrebla longirostris,NA,176,NA,NA,176
BFFPOP1798,BFR077,BFA274,Streblidae,Pseudostrebla,Pseudostrebla greenwelli,Pseudostrebla greenwelli,NA,2,NA,NA,2
BFFPOP1799,BFR077,BFA274,Streblidae,Pseudostrebla,Pseudostrebla ribeiroi,Pseudostrebla ribeiroi,NA,9,NA,NA,9
BFFPOP1800,BFR077,BFA274,Streblidae,Strebla,Strebla tonatiae,Strebla tonatiae,NA,9,NA,NA,9
BFFPOP1801,BFR077,BFA274,Nycteribiidae,Basilia,Basilia mimoni,Basilia mimoni,NA,10,NA,NA,10
BFFPOP1802,BFR077,BFA274,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,2,NA,NA,2
BFFPOP1803,BFR077,BFA274,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,9,NA,NA,9
BFFPOP1804,BFR077,BFA274,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,42,NA,NA,42
BFFPOP1805,BFR077,BFA274,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,13,NA,NA,13
BFFPOP1806,BFR077,BFA274,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,18,NA,NA,18
BFFPOP1807,BFR077,BFA274,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,5,NA,NA,5
BFFPOP1808,BFR077,BFA274,Nycteribiidae,Hershkovitzia,Hershkovitzia sp.,Hershkovitzia mariae,NA,1,NA,NA,1
BFFPOP1809,BFR077,BFA274,Streblidae,Strebla,Strebla galindoi,Strebla galindoi,NA,4,NA,NA,4
BFFPOP1810,BFR078,BFA275,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,NA,NA,NA,NA
BFFPOP1811,BFR078,BFA275,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,NA,NA,NA,NA
BFFPOP1812,BFR078,BFA275,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,NA,NA,NA,NA
BFFPOP1813,BFR079,BFA276,Streblidae,Paratrichobius,Paratrichobius dunni,Paratrichobius dunni,NA,1,NA,NA,1
BFFPOP1814,BFR079,BFA276,Streblidae,Neotrichobius,Neotrichobius stenopterus,Neotrichobius stenopterus,NA,1,NA,NA,1
BFFPOP1815,BFR080,BFA277,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,10,NA,NA,10
BFFPOP1816,BFR080,BFA277,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,10,NA,NA,10
BFFPOP1817,BFR080,BFA277,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,8,NA,NA,8
BFFPOP1818,BFR080,BFA277,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,8,NA,NA,8
BFFPOP1819,BFR080,BFA277,Streblidae,Trichobius,Trichobius tiptoni,Trichobius tiptoni,NA,3,NA,NA,3
BFFPOP1820,BFR080,BFA277,Nycteribiidae,Basilia,Basilia quadrosae,Basilia quadrosae,NA,7,NA,NA,7
BFFPOP1821,BFR081,BFA278,Streblidae,Trichobius,Trichobius lonchophyllae,Trichobius lonchophyllae,NA,NA,NA,NA,NA
BFFPOP1822,BFR082,BFA279,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,5,NA,NA,5
BFFPOP1823,BFR082,BFA279,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,15,NA,NA,15
BFFPOP1824,BFR082,BFA279,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,1,NA,NA,1
BFFPOP1825,BFR082,BFA279,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,5,NA,NA,5
BFFPOP1826,BFR082,BFA279,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,2,NA,NA,2
BFFPOP1827,BFR082,BFA279,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,6,NA,NA,6
BFFPOP1828,BFR082,BFA279,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,4,NA,NA,4
BFFPOP1829,BFR083,BFA280,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,1,1,0,0
BFFPOP1830,BFR083,BFA280,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,21,12,9,0
BFFPOP1831,BFR083,BFA280,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,7,3,4,0
BFFPOP1832,BFR083,BFA280,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,28,15,13,0
BFFPOP1833,BFR083,BFA280,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,47,16,24,0
BFFPOP1834,BFR083,BFA280,Streblidae,Strebla,Strebla altmani,Strebla altmani,NA,4,2,2,0
BFFPOP1835,BFR083,BFA280,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,2,0,1,1
BFFPOP1836,BFR083,BFA280,Streblidae,Strebla,Strebla tonatiae,Strebla tonatiae,NA,2,1,1,0
BFFPOP1837,BFR083,BFA280,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,4,2,2,0
BFFPOP1838,BFR083,BFA280,Streblidae,Trichobius,Trichobius affinis,Trichobius affinis,NA,1,0,1,0
BFFPOP1839,BFR083,BFA280,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,42,18,24,0
BFFPOP1840,BFR083,BFA280,Streblidae,Trichobius,Trichobius dugesioides dugesioides,Trichobius dugesioides,dugesioides,32,7,24,1
BFFPOP1841,BFR083,BFA280,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,144,38,84,0
BFFPOP1842,BFR083,BFA280,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,15,1,1,0
BFFPOP1843,BFR083,BFA280,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,1,0,1,0
BFFPOP1844,BFR083,BFA280,Streblidae,Trichobius,Trichobius sp. (dugesii complex),Trichobius sp.  dugesii complex,NA,2,0,2,0
BFFPOP1845,BFR084,BFA103,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,14,NA,NA,14
BFFPOP1846,BFR084,BFA103,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,2,NA,NA,2
BFFPOP1847,BFR084,BFA103,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,7,NA,NA,7
BFFPOP1848,BFR084,BFA103,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,12,NA,NA,12
BFFPOP1849,BFR084,BFA103,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,27,NA,NA,27
BFFPOP1850,BFR084,BFA103,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,3,NA,NA,3
BFFPOP1851,BFR084,BFA103,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,11,NA,NA,11
BFFPOP1852,BFR084,BFA103,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,16,NA,NA,16
BFFPOP1853,BFR084,BFA103,Streblidae,Trichobius,Trichobius anducei,Trichobius anducei,NA,7,NA,NA,7
BFFPOP1854,BFR084,BFA103,Streblidae,Trichobius,Trichobius cf. angulatus,Trichobius cf. angulatus,NA,3,NA,NA,3
BFFPOP1855,BFR084,BFA103,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,24,NA,NA,24
BFFPOP1856,BFR084,BFA103,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,123,NA,NA,123
BFFPOP1857,BFR084,BFA103,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,1,NA,NA,1
BFFPOP1858,BFR084,BFA103,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,2,NA,NA,2
BFFPOP1859,BFR084,BFA103,Streblidae,Trichobius,Trichobius sp.,Trichobius sp.,NA,3,NA,NA,3
BFFPOP1860,BFR084,BFA103,Streblidae,Trichobius,Trichobius sp. (complex dugesii),Trichobius sp. 2  dugesii complex,NA,5,NA,NA,5
BFFPOP1861,BFR084,BFA103,Streblidae,Trichobius,Trichobius sp. 1,Trichobius sp. 1,NA,1,NA,NA,1
BFFPOP1862,BFR084,BFA103,Streblidae,Trichobius,Trichobius tiptoni,Trichobius tiptoni,NA,8,NA,NA,8
BFFPOP1863,BFR085,BFA281,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,2,NA,NA,2
BFFPOP1864,BFR085,BFA281,Streblidae,Mastoptera,Mastoptera guimaraesi,Mastoptera guimaraesi,NA,35,NA,NA,35
BFFPOP1865,BFR085,BFA281,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,1,NA,NA,1
BFFPOP1866,BFR085,BFA281,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,7,NA,NA,7
BFFPOP1867,BFR085,BFA281,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,3,NA,NA,3
BFFPOP1868,BFR085,BFA281,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,4,NA,NA,4
BFFPOP1869,BFR085,BFA281,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,2,NA,NA,2
BFFPOP1870,BFR085,BFA281,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,61,NA,NA,61
BFFPOP1871,BFR085,BFA281,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,3,NA,NA,3
BFFPOP1872,BFR085,BFA281,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,53,NA,NA,53
BFFPOP1873,BFR085,BFA281,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,1,NA,NA,1
BFFPOP1874,BFR086,BFA282,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,94,NA,NA,94
BFFPOP1875,BFR086,BFA282,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,9,NA,NA,9
BFFPOP1876,BFR086,BFA282,Nycteribiidae,Basilia,Basilia anceps,Basilia anceps,NA,12,NA,NA,12
BFFPOP1877,BFR086,BFA282,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,6,NA,NA,6
BFFPOP1878,BFR086,BFA282,Nycteribiidae,Basilia,Basilia sp.,Basilia sp.,NA,29,NA,NA,29
BFFPOP1879,BFR086,BFA282,Streblidae,Mastoptera,Mastoptera minuta complex,Mastoptera sp. minuta complex,NA,4,NA,NA,4
BFFPOP1880,BFR086,BFA282,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,43,NA,NA,43
BFFPOP1881,BFR086,BFA282,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,150,NA,NA,150
BFFPOP1882,BFR086,BFA282,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,1,NA,NA,1
BFFPOP1883,BFR086,BFA282,Streblidae,Neotrichobius,Neotrichobius sp.,Neotrichobius sp.,NA,3,NA,NA,3
BFFPOP1884,BFR086,BFA282,Streblidae,Neotrichobius,Neotrichobius stenopterus,Neotrichobius stenopterus,NA,21,NA,NA,21
BFFPOP1885,BFR086,BFA282,Streblidae,Noctiliostrebla,Noctiliostrebla traubi,Noctiliostrebla traubi,NA,2,NA,NA,2
BFFPOP1886,BFR086,BFA282,Streblidae,Nycterophilia,Nycterophilia parnelli,Nycterophilia parnelli,NA,47,NA,NA,47
BFFPOP1887,BFR086,BFA282,Streblidae,Paradyschiria,Paradyschiria sp.,Paradyschiria sp.,NA,4,NA,NA,4
BFFPOP1888,BFR086,BFA282,Streblidae,Paratrichobius,Paratrichobius dunni,Paratrichobius dunni,NA,4,NA,NA,4
BFFPOP1889,BFR086,BFA282,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,13,NA,NA,13
BFFPOP1890,BFR086,BFA282,Streblidae,Paratrichobius,Paratrichobius sp.,Paratrichobius sp.,NA,3,NA,NA,3
BFFPOP1891,BFR086,BFA282,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,2,NA,NA,2
BFFPOP1892,BFR086,BFA282,Streblidae,Speiseria,Speiseria peytonae,Speiseria peytonae,NA,25,NA,NA,25
BFFPOP1893,BFR086,BFA282,Streblidae,Strebla,Strebla curvata,Strebla curvata,NA,11,NA,NA,11
BFFPOP1894,BFR086,BFA282,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,3,NA,NA,3
BFFPOP1895,BFR086,BFA282,Streblidae,Strebla,Strebla mirabilis,Strebla mirabilis,NA,7,NA,NA,7
BFFPOP1896,BFR086,BFA282,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,21,NA,NA,21
BFFPOP1897,BFR086,BFA282,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,2,NA,NA,2
BFFPOP1898,BFR086,BFA282,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,22,NA,NA,22
BFFPOP1899,BFR086,BFA282,Streblidae,Trichobius,Trichobius dugesioides,Trichobius dugesioides,dugesioides,24,NA,NA,24
BFFPOP1900,BFR086,BFA282,Streblidae,Trichobius,Trichobius jubatus,Trichobius jubatus,NA,2,NA,NA,2
