FlyPopulationCode,RefCode,SiteCode,FlyFamily,FlyGenus,FlySpecies,CurrentFlySpecies,FlySubspecies,FlyCaptureNumber,FlyFemales,FlyMales,FlyUndetermined
BFFPOP0446,BFR018,BFA105,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,NA,NA,NA,NA
BFFPOP0447,BFR018,BFA105,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,NA,NA,NA,NA
BFFPOP0448,BFR018,BFA105,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,NA,NA,NA,NA
BFFPOP0449,BFR018,BFA105,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,NA,NA,NA,NA
BFFPOP0450,BFR019,BFA106,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,1,NA,NA,1
BFFPOP0451,BFR019,BFA106,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,18,NA,NA,18
BFFPOP0452,BFR019,BFA106,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,21,NA,NA,21
BFFPOP0453,BFR019,BFA106,Nycteribiidae,Basilia,Basilia andersoni,Basilia andersoni,NA,3,NA,NA,3
BFFPOP0454,BFR020,BFA107,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,9,NA,NA,9
BFFPOP0455,BFR020,BFA107,Streblidae,Exastinion,Exastinion clovisi,Exastinion clovisi,NA,8,NA,NA,8
BFFPOP0456,BFR020,BFA107,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,8,NA,NA,8
BFFPOP0457,BFR020,BFA107,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,12,NA,NA,12
BFFPOP0458,BFR020,BFA107,Streblidae,Paratrichobius,Paratrichobius lowei,Paratrichobius lowei,NA,3,NA,NA,3
BFFPOP0459,BFR020,BFA107,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,1,NA,NA,1
BFFPOP0460,BFR020,BFA107,Streblidae,Paratrichobius,Paratrichobius salvini,Paratrichobius salvini,NA,2,NA,NA,2
BFFPOP0461,BFR020,BFA107,Streblidae,Paratrichobius,Paratrichobius sanchezi,Paratrichobius sanchezi,NA,1,NA,NA,1
BFFPOP0462,BFR020,BFA107,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,4,NA,NA,4
BFFPOP0463,BFR021,BFA085,Streblidae,Trichobius,"Trichobius dugesii ""complex""",Trichobius sp.  dugesii complex,NA,NA,NA,NA,NA
BFFPOP0464,BFR022,BFA108,Streblidae,Anatrichobius,Anatrichobius scorzai,Anatrichobius scorzai,NA,1,0,1,0
BFFPOP0465,BFR022,BFA108,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,1,1,0,0
BFFPOP0466,BFR022,BFA108,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,5,3,2,0
BFFPOP0467,BFR022,BFA108,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,2,2,0,0
BFFPOP0468,BFR022,BFA108,Streblidae,Trichobius,Trichobius brennani,Trichobius brennani,NA,2,1,1,0
BFFPOP0469,BFR022,BFA108,Streblidae,Trichobius,Trichobius diphyllae,Trichobius diphyllae,NA,5,3,2,0
BFFPOP0470,BFR022,BFA108,Streblidae,Anastrebla,Anastrebla modestini,Anastrebla modestini,NA,2,2,0,0
BFFPOP0471,BFR022,BFA108,Streblidae,Strebla,Strebla diphyllae,Strebla diphyllae,NA,1,0,1,0
BFFPOP0472,BFR023,BFA109,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,3,3,0,0
BFFPOP0473,BFR023,BFA110,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,4,2,2,0
BFFPOP0474,BFR023,BFA110,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,5,2,3,0
BFFPOP0475,BFR023,BFA110,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,3,1,2,0
BFFPOP0476,BFR023,BFA110,Streblidae,Paraeuctenodes,Paraeuctenodes longipes,Paraeuctenodes longipes,NA,1,1,0,0
BFFPOP0477,BFR023,BFA110,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,2,1,1,0
BFFPOP0478,BFR023,BFA110,Streblidae,Strebla,Strebla alvarezi,Strebla alvarezi,NA,1,0,1,0
BFFPOP0479,BFR023,BFA110,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,2,1,1,0
BFFPOP0480,BFR023,BFA110,Streblidae,Trichobius,Trichobius diphyllae,Trichobius diphyllae,NA,5,1,4,0
BFFPOP0481,BFR023,BFA110,Streblidae,Trichobius,Trichobius dugesioides,Trichobius dugesioides,NA,10,3,7,0
BFFPOP0482,BFR023,BFA110,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,8,3,5,0
BFFPOP0483,BFR023,BFA110,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,39,25,14,0
BFFPOP0484,BFR023,BFA110,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,4,3,1,0
BFFPOP0485,BFR023,BFA110,Streblidae,Trichobius,Trichobius johnsonae,Trichobius johnsonae,NA,1,0,1,0
BFFPOP0486,BFR023,BFA110,Streblidae,Trichobius,Trichobius sp.,Trichobius sp.,NA,1,1,0,0
BFFPOP0487,BFR023,BFA110,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,10,5,5,0
BFFPOP0488,BFR023,BFA110,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,6,3,3,0
BFFPOP0489,BFR023,BFA111,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,2,1,1,0
BFFPOP0490,BFR023,BFA111,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,2,1,1,0
BFFPOP0491,BFR023,BFA111,Streblidae,Paratrichobius,Paratrichobius lowei,Paratrichobius lowei,NA,1,0,1,0
BFFPOP0492,BFR023,BFA111,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,1,1,0,0
BFFPOP0493,BFR023,BFA111,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,2,1,1,0
BFFPOP0494,BFR023,BFA111,Streblidae,Trichobius,Trichobius dugesioides,Trichobius dugesioides,dugesioides,9,3,6,0
BFFPOP0495,BFR023,BFA111,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,2,0,2,0
BFFPOP0496,BFR023,BFA111,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,5,2,3,0
BFFPOP0497,BFR023,BFA111,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,2,1,1,0
BFFPOP0498,BFR023,BFA111,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,13,5,8,0
BFFPOP0499,BFR023,BFA111,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,2,1,1,0
BFFPOP0500,BFR023,BFA111,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,8,5,3,0
BFFPOP0501,BFR023,BFA112,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,2,2,0,0
BFFPOP0502,BFR023,BFA112,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,18,7,11,0
BFFPOP0503,BFR023,BFA112,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,0,1,0
BFFPOP0504,BFR023,BFA112,Streblidae,Trichobius,Trichobius ca. hoffmannae,Trichobius ca. hoffmannae,NA,1,1,0,0
BFFPOP0505,BFR023,BFA112,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,2,0,2,0
BFFPOP0506,BFR023,BFA112,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,11,2,9,0
BFFPOP0507,BFR023,BFA112,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,1,0,1,0
BFFPOP0508,BFR023,BFA112,Streblidae,Trichobius,Trichobius sphaeronotus,Trichobius sphaeronotus,NA,3,1,2,0
BFFPOP0509,BFR023,BFA113,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,1,0,1,0
BFFPOP0510,BFR023,BFA113,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,1,0,1,0
BFFPOP0511,BFR023,BFA113,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,2,1,1,0
BFFPOP0512,BFR023,BFA113,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,3,2,1,0
BFFPOP0513,BFR023,BFA113,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,5,1,4,0
BFFPOP0514,BFR023,BFA113,Streblidae,Trichobius,Trichobius galei,Trichobius galei,NA,2,0,2,0
BFFPOP0515,BFR023,BFA113,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,9,3,6,0
BFFPOP0516,BFR023,BFA114,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,6,4,2,0
BFFPOP0517,BFR023,BFA114,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,5,1,4,0
BFFPOP0518,BFR023,BFA114,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,1,1,0,0
BFFPOP0519,BFR023,BFA114,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,1,1,0,0
BFFPOP0520,BFR023,BFA114,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,0,1,0
BFFPOP0521,BFR023,BFA114,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,3,0,3,0
BFFPOP0522,BFR023,BFA114,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,5,2,3,0
BFFPOP0523,BFR023,BFA114,Streblidae,Trichobius,Trichobius sp.,Trichobius sp.,NA,2,2,0,0
BFFPOP0524,BFR023,BFA114,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,1,0,1,0
BFFPOP0525,BFR023,BFA114,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,3,1,2,0
BFFPOP0526,BFR023,BFA114,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,10,4,6,0
BFFPOP0527,BFR023,BFA115,Streblidae,Paratrichobius,Paratrichobius lowei,Paratrichobius lowei,NA,2,1,1,0
BFFPOP0528,BFR023,BFA115,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,1,0,1,0
BFFPOP0529,BFR023,BFA115,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,2,2,0,0
BFFPOP0530,BFR023,BFA115,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,3,0,3,0
BFFPOP0531,BFR023,BFA115,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,2,0,2,0
BFFPOP0532,BFR023,BFA116,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,4,1,3,0
BFFPOP0533,BFR023,BFA116,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,1,1,0,0
BFFPOP0534,BFR023,BFA116,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,1,0,1,0
BFFPOP0535,BFR023,BFA116,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,8,3,5,0
BFFPOP0536,BFR023,BFA116,Streblidae,Strebla,Strebla chrotopteri,Strebla chrotopteri,NA,2,0,2,0
BFFPOP0537,BFR023,BFA116,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,0,1,0
BFFPOP0538,BFR023,BFA116,Streblidae,Trichobius,Trichobius hirsutulus,Trichobius hirsutulus,NA,3,1,1,1
BFFPOP0539,BFR023,BFA116,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,4,2,2,0
BFFPOP0540,BFR023,BFA116,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,7,2,5,0
BFFPOP0541,BFR023,BFA116,Streblidae,Trichobius,Trichobius johnsonae,Trichobius johnsonae,NA,8,6,2,0
BFFPOP0542,BFR023,BFA116,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,2,2,0,0
BFFPOP0543,BFR023,BFA117,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,2,0,2,0
BFFPOP0544,BFR023,BFA117,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,10,4,6,0
BFFPOP0545,BFR023,BFA118,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,1,1,0,0
BFFPOP0546,BFR023,BFA118,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,2,1,1,0
BFFPOP0547,BFR023,BFA118,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,0,1,0
BFFPOP0548,BFR023,BFA118,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,14,2,12,0
BFFPOP0549,BFR023,BFA118,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,2,1,1,0
BFFPOP0550,BFR023,BFA118,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,5,3,2,0
BFFPOP0551,BFR023,BFA118,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,4,1,3,0
BFFPOP0552,BFR023,BFA119,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,3,2,1,0
BFFPOP0553,BFR023,BFA119,Streblidae,Trichobius,Trichobius diphyllae,Trichobius diphyllae,NA,11,5,6,0
BFFPOP0554,BFR023,BFA119,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,1,1,0,0
BFFPOP0555,BFR023,BFA120,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,4,2,2,0
BFFPOP0556,BFR023,BFA121,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,1,0,1,0
BFFPOP0557,BFR023,BFA121,Streblidae,Trichobius,Trichobius johnsonae,Trichobius johnsonae,NA,1,0,1,0
BFFPOP0558,BFR023,BFA121,Streblidae,Trichobius,Trichobius sp.,Trichobius sp.,NA,1,0,1,0
BFFPOP0559,BFR023,BFA122,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,7,4,3,0
BFFPOP0560,BFR023,BFA123,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,7,3,4,0
BFFPOP0561,BFR023,BFA123,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,3,0,3,0
BFFPOP0562,BFR023,BFA123,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,4,1,3,0
BFFPOP0563,BFR023,BFA123,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,4,1,2,1
BFFPOP0564,BFR023,BFA123,Streblidae,Trichobius,Trichobius hirsutulus,Trichobius hirsutulus,NA,2,1,1,0
BFFPOP0565,BFR023,BFA123,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,12,6,6,0
BFFPOP0566,BFR023,BFA123,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,4,1,3,0
BFFPOP0567,BFR023,BFA123,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,2,1,1,0
BFFPOP0568,BFR023,BFA124,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,5,5,0,0
BFFPOP0569,BFR023,BFA124,Streblidae,Trichobius,Trichobius hirsutulus,Trichobius hirsutulus,NA,2,2,0,0
BFFPOP0570,BFR023,BFA125,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,8,2,6,0
BFFPOP0571,BFR023,BFA125,Streblidae,Trichobius,Trichobius hirsutulus,Trichobius hirsutulus,NA,2,0,2,0
BFFPOP0572,BFR023,BFA125,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,1,1,0,0
BFFPOP0573,BFR023,BFA125,Streblidae,Trichobius,Trichobius johnsonae,Trichobius johnsonae,NA,5,3,2,0
BFFPOP0574,BFR023,BFA126,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,0,0,1
BFFPOP0575,BFR023,BFA126,Streblidae,Strebla,Strebla kohlsi,Strebla kohlsi,NA,1,1,0,0
BFFPOP0576,BFR023,BFA126,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,1,0,1,0
BFFPOP0577,BFR023,BFA126,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,4,3,1,0
BFFPOP0578,BFR023,BFA126,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,20,10,10,0
BFFPOP0579,BFR023,BFA126,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,7,5,2,0
BFFPOP0580,BFR023,BFA127,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,1,1,0,0
BFFPOP0581,BFR023,BFA127,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,5,1,4,0
BFFPOP0582,BFR023,BFA127,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,2,1,1,0
BFFPOP0583,BFR023,BFA127,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,6,1,5,0
BFFPOP0584,BFR023,BFA127,Streblidae,Trichobius,Trichobius sp.,Trichobius sp.,NA,7,2,5,0
BFFPOP0585,BFR023,BFA128,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,5,2,3,0
BFFPOP0586,BFR023,BFA128,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,4,1,3,0
BFFPOP0587,BFR023,BFA180,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,2,0,2,0
BFFPOP0588,BFR023,BFA180,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,1,0,0
BFFPOP0589,BFR023,BFA180,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,2,0,2,0
BFFPOP0590,BFR023,BFA180,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,5,3,2,0
BFFPOP0591,BFR023,BFA180,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,13,5,8,0
BFFPOP0592,BFR023,BFA180,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,10,4,6,0
BFFPOP0593,BFR023,BFA129,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,3,1,2,0
BFFPOP0594,BFR023,BFA129,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,2,2,0,0
BFFPOP0595,BFR023,BFA129,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,2,0,2,0
BFFPOP0596,BFR023,BFA129,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,1,0,1,0
BFFPOP0597,BFR023,BFA129,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,1,0,1,0
BFFPOP0598,BFR023,BFA129,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,0,1,0
BFFPOP0599,BFR023,BFA129,Streblidae,Trichobius,Trichobius dugesioides,Trichobius dugesioides,dugesioides,4,3,1,0
BFFPOP0600,BFR023,BFA129,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,11,4,7,0
BFFPOP0601,BFR023,BFA129,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,1,0,0
BFFPOP0602,BFR023,BFA129,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,3,1,2,0
BFFPOP0603,BFR023,BFA129,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,4,3,1,0
BFFPOP0604,BFR023,BFA129,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,6,3,3,0
BFFPOP0605,BFR023,BFA130,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,1,0,1,0
BFFPOP0606,BFR023,BFA130,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,1,1,0,0
BFFPOP0607,BFR023,BFA130,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,0,1,0
BFFPOP0608,BFR023,BFA130,Streblidae,Trichobius,Trichobius flagellatus,Trichobius flagellatus,NA,2,2,0,0
BFFPOP0609,BFR023,BFA130,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,2,1,1,0
BFFPOP0610,BFR023,BFA130,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,1,1,0,0
BFFPOP0611,BFR023,BFA131,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,4,2,1,1
BFFPOP0612,BFR023,BFA131,Streblidae,Trichobius,Trichobius hirsutulus,Trichobius hirsutulus,NA,2,1,1,0
BFFPOP0613,BFR023,BFA131,Streblidae,Trichobius,Trichobius johnsonae,Trichobius johnsonae,NA,3,1,2,0
BFFPOP0614,BFR023,BFA131,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,2,2,0,0
BFFPOP0615,BFR023,BFA132,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,2,0,2,0
BFFPOP0616,BFR023,BFA132,Streblidae,Trichobius,Trichobius diphyllae,Trichobius diphyllae,NA,4,3,1,0
BFFPOP0617,BFR023,BFA132,Streblidae,Trichobius,Trichobius hirsutulus,Trichobius hirsutulus,NA,4,1,3,0
BFFPOP0618,BFR023,BFA132,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,2,1,1,0
BFFPOP0619,BFR023,BFA132,Streblidae,Trichobius,Trichobius sp.,Trichobius sp.,NA,1,1,0,0
BFFPOP0620,BFR023,BFA132,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,4,1,3,0
BFFPOP0621,BFR024,BFA133,Streblidae,Strebla,Strebla diphyllae,Strebla diphyllae,NA,2,1,1,0
BFFPOP0622,BFR024,BFA133,Streblidae,Trichobius,Trichobius diphyllae,Trichobius diphyllae,NA,3,1,2,0
BFFPOP0623,BFR024,BFA133,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,1,0,0
BFFPOP0624,BFR024,BFA133,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,2,1,1,0
BFFPOP0625,BFR024,BFA134,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,1,1,0,0
BFFPOP0626,BFR024,BFA134,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,9,6,3,0
BFFPOP0627,BFR024,BFA134,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,3,2,1,0
BFFPOP0628,BFR024,BFA134,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,1,0,1,0
BFFPOP0629,BFR024,BFA134,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,1,0,0
BFFPOP0630,BFR024,BFA134,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,2,1,1,0
BFFPOP0631,BFR024,BFA134,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,4,3,1,0
BFFPOP0632,BFR024,BFA135,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,2,1,1,0
BFFPOP0633,BFR024,BFA135,Streblidae,Strebla,Strebla alvarezi,Strebla alvarezi,NA,1,1,0,0
BFFPOP0634,BFR024,BFA135,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,2,1,1,0
BFFPOP0635,BFR024,BFA135,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,4,0,4,0
BFFPOP0636,BFR024,BFA135,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,1,0,0
BFFPOP0637,BFR024,BFA135,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,2,1,1,0
BFFPOP0638,BFR024,BFA135,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,4,1,3,0
BFFPOP0639,BFR024,BFA136,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,11,2,9,0
BFFPOP0640,BFR024,BFA136,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,1,0,1,0
BFFPOP0641,BFR024,BFA136,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,2,0,1,1
BFFPOP0642,BFR024,BFA136,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,23,11,12,0
BFFPOP0643,BFR024,BFA136,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,4,3,1,0
BFFPOP0644,BFR024,BFA136,Streblidae,Trichobius,Trichobius hirsutulus,Trichobius hirsutulus,NA,35,16,19,0
BFFPOP0645,BFR024,BFA136,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,37,16,21,0
BFFPOP0646,BFR024,BFA136,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,23,9,14,0
BFFPOP0647,BFR024,BFA136,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,1,0,1,0
BFFPOP0648,BFR024,BFA137,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,7,4,3,0
BFFPOP0649,BFR024,BFA137,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,21,3,18,0
BFFPOP0650,BFR024,BFA137,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,3,0,3,0
BFFPOP0651,BFR024,BFA137,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,2,1,1,0
BFFPOP0652,BFR024,BFA137,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,12,8,4,0
BFFPOP0653,BFR024,BFA137,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,5,1,4,0
BFFPOP0654,BFR024,BFA137,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,55,24,31,0
BFFPOP0655,BFR024,BFA137,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,54,19,35,0
BFFPOP0656,BFR024,BFA137,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,6,2,4,0
BFFPOP0657,BFR024,BFA138,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,12,6,6,0
BFFPOP0658,BFR024,BFA138,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,2,0,2,0
BFFPOP0659,BFR024,BFA138,Streblidae,Nycterophilia,Nycterophilia natali,Nycterophilia natali,NA,2,2,0,0
BFFPOP0660,BFR024,BFA138,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,9,4,5,0
BFFPOP0661,BFR024,BFA138,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,9,1,8,0
BFFPOP0662,BFR024,BFA138,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,18,9,9,0
BFFPOP0663,BFR024,BFA138,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,27,12,15,0
