BatPopulationCode;RefCode;SiteCode;BatSuborder;BatFamily;BatGenus;BatSpecies;CurrentBatSpecies;BatRoost;BatCaptureNumber;BatMarks;BatFemales;BatMales;BatJuvenile;BatAdult;BatLactatingFemales;BatNonreproductiveFemales;BatPregnantFemales;BatNonreproductiveMales;BatScrotalTestesMales;
BFBPOP0138;BFR004;BFA067;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0139;BFR005;BFA068;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0140;BFR005;BFA069;Yangochiroptera;Vespertilionidae;Eptesicus;Eptesicus furinalis;Eptesicus furinalis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0141;BFR005;BFA070;Yangochiroptera;Vespertilionidae;Eptesicus;Eptesicus furinalis;Eptesicus furinalis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0142;BFR005;BFA071;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0143;BFR005;BFA071;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0144;BFR005;BFA071;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0145;BFR005;BFA072;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0146;BFR005;BFA073;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0147;BFR005;BFA074;Yangochiroptera;Vespertilionidae;Myotis;Myotis izcksohni;Myotis izcksohni;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0148;BFR005;BFA075;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0149;BFR005;BFA075;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0150;BFR005;BFA075;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0151;BFR005;BFA076;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0152;BFR005;BFA076;Yangochiroptera;Vespertilionidae;Eptesicus;Eptesicus furinalis;Eptesicus furinalis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0153;BFR005;BFA076;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0154;BFR005;BFA077;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0155;BFR005;BFA078;Yangochiroptera;Molossidae;Eumops;Eumops patagonicus;Eumops patagonicus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0156;BFR006;BFA079;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0157;BFR006;BFA079;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0158;BFR006;BFA079;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0159;BFR006;BFA079;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0160;BFR006;BFA079;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0161;BFR006;BFA079;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0162;BFR006;BFA079;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0163;BFR006;BFA079;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0164;BFR007;BFA080;Yangochiroptera;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0165;BFR007;BFA080;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0166;BFR007;BFA080;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0167;BFR007;BFA080;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0168;BFR007;BFA080;Yangochiroptera;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0169;BFR007;BFA080;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0170;BFR007;BFA080;Yangochiroptera;Natalidae;Natalus;Natalus macrourus;Natalus macrourus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0171;BFR007;BFA080;Yangochiroptera;Furipteridae;Furipterus;Furipterus horrens;Furipterus horrens;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0172;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0173;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0174;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0175;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0176;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0177;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0178;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Lonchophylla;Lonchophylla cf. mordax;Lonchophylla cf. mordax;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0179;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Micronycteris;Micronycteris sanborni;Micronycteris sanborni;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0180;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Micronycteris;Micronycteris schmidtorum;Micronycteris schmidtorum;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0181;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0182;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0183;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0184;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0185;BFR008;BFA081;Yangochiroptera;Phyllostomidae;Xeronycteris;Xeronycteris vieirai;Xeronycteris vieirai;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0186;BFR008;BFA081;Yangochiroptera;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0187;BFR009;BFA082;Yangochiroptera;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;38;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0188;BFR009;BFA082;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;316;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0189;BFR009;BFA082;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;115;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0190;BFR009;BFA082;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;6;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0191;BFR009;BFA082;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;15;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0192;BFR009;BFA082;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma silvicola;Lophostoma silvicolum;NA;9;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0193;BFR009;BFA082;Yangochiroptera;Phyllostomidae;Micronycteris;Micronycteris sp.;Micronycteris sp.;NA;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0194;BFR009;BFA082;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0195;BFR009;BFA082;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;134;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0196;BFR009;BFA082;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;33;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0197;BFR009;BFA082;Yangochiroptera;Vespertilionidae;Eptesicus;Eptesicus diminutus;Eptesicus diminutus;NA;4;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0198;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;440;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0199;BFR010;BFA083;Yangochiroptera;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;168;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0200;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;70;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0201;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;31;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0202;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;28;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0203;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;27;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0204;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;11;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0205;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus obscurus;Artibeus obscurus;NA;5;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0206;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;3;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0207;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0208;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0209;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Tonatia;Tonatia saurophila;Tonatia saurophila;NA;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0210;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0211;BFR010;BFA083;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;NA;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0212;BFR010;BFA084;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;81;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0213;BFR010;BFA084;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;44;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0214;BFR010;BFA084;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;25;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0215;BFR010;BFA084;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;22;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0216;BFR010;BFA084;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;10;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0217;BFR010;BFA084;Yangochiroptera;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;6;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0218;BFR010;BFA084;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;5;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0219;BFR010;BFA084;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;3;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0220;BFR010;BFA084;Yangochiroptera;Vespertilionidae;Eptesicus;Eptesicus brasiliensis;Eptesicus brasiliensis;NA;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0221;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;145;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0222;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Lonchophylla;Lonchophylla mordax;Lonchophylla mordax;NA;72;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0223;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;62;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0224;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;40;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0225;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Xeronycteris;Xeronycteris vieirai;Xeronycteris vieirai;NA;27;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0226;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Micronycteris;Micronycteris sanborni;Micronycteris sanborni;NA;21;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0227;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;11;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0228;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;8;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0229;BFR010;BFA085;Yangochiroptera;Vespertilionidae;Histiotus;Histiotus diaphanopterus;Histiotus diaphanopterus;NA;8;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0230;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;7;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0231;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;6;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0232;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;5;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0233;BFR010;BFA085;Yangochiroptera;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;5;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0234;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;3;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0235;BFR010;BFA085;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus gymnonotus;Pteronotus gymnonotus;NA;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0236;BFR010;BFA085;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0237;BFR011;BFA086;Yangochiroptera;Emballonuridae;Peropteryx;Peropteryx kappleri;Peropteryx kappleri;NA;1;NO;1;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0238;BFR012;BFA087;Yangochiroptera;Vespertilionidae;Myotis;Myotis riparius;Myotis riparius;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0239;BFR012;BFA087;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0240;BFR012;BFA087;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0241;BFR012;BFA087;Yangochiroptera;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0242;BFR012;BFA087;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0243;BFR012;BFA087;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0244;BFR012;BFA087;Yangochiroptera;Noctilionidae;Noctilio;Noctilio leporinus;Noctilio leporinus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0245;BFR012;BFA087;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0246;BFR012;BFA088;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0247;BFR012;BFA088;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0248;BFR012;BFA088;Yangochiroptera;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0249;BFR012;BFA089;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0250;BFR012;BFA090;Yangochiroptera;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0251;BFR012;BFA090;Yangochiroptera;Noctilionidae;Noctilio;Noctilio leporinus;Noctilio leporinus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0252;BFR012;BFA090;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0253;BFR012;BFA090;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0254;BFR012;BFA090;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0255;BFR012;BFA091;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0256;BFR012;BFA091;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0257;BFR012;BFA091;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0258;BFR012;BFA092;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0259;BFR012;BFA093;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0260;BFR012;BFA093;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0261;BFR012;BFA093;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0262;BFR012;BFA094;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0263;BFR012;BFA095;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0264;BFR012;BFA095;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0265;BFR012;BFA095;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0266;BFR012;BFA096;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0267;BFR012;BFA096;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0268;BFR012;BFA097;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0269;BFR013;BFA098;Yangochiroptera;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0270;BFR014;BFA099;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0271;BFR014;BFA099;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0272;BFR014;BFA099;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;232;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0273;BFR014;BFA099;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0274;BFR014;BFA099;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
