RefCode,Author,Year,Type,Reference,BatVouchers,FlyVouchers,AssociatedReferences
BFR166,Whitaker & Easterla,1975,Article,"Whitaker, Jr., J. O., and D. A. Easterla. 1975. Ectoparasites of Bats from Big Bend National Park, Texas. Southwestern Association of Naturalists 20:241–254.",NA,NA,NA
BFR167,Zeve,1958,Article,"Zeve, V. B. 1958. Notes on the Biology and Distribution of Trichobius in Northwest Oklahoma (Diptera, Streblidae). Proceedings of Oklahoma Academy of Science 39:44–49.",NA,NA,NA
BFR168,Alcantara et al.,2022,Article,"Alcantara, D. M. C., G. Graciolli, R. Toma, and C. S. Souza. 2022. Sex-biased parasitism, host mass and mutualistic bat flies: an antagonistic individual-based network of bat-bat fly interactions. International Journal for Parasitology 52:217–224.",NA,NA,NA
BFR169,Bezerra & Bocchiglieri,2022,Article,"Bezerra, R. H. S., and A. Bocchiglieri. 2022. Ectoparasitic flies of bats (Mammalia: Chiroptera) in urban green areas of northeastern Brazil. Parasitology Research.",NA,NA,NA
BFR170,Carvalho et al.,2022,Article,"Carvalho, J. L. V. R., J. M. S. Lima, E. Barbier, E. Bernard, J. D. P. Bezerra, and C. M. Souza-Motta. 2022. Ticket to ride: fungi from bat ectoparasites in a tropical cave and the description of two new species. Brazilian Journal of Microbiology 53:2077–2091.",NA,NA,NA
BFR171,Castillo-Urbina et al.,2022,Article,"Castillo Urbina, S. de F., R. Estrada Hernández, Y. Aguirre Obando, O. Rodríguez Flores, and J. Pérez Soto. 2022. Moscas ectoparásitas (Diptera: Streblidae) en murciélagos del Parque Nacional Volcán Masaya. Revista Nicaragüense de Entomología 278:1–20.",NA,NA,NA
BFR172,Gómez-Corea et al.,2022,Article,"Gómez-Corea, W., F. G. España, D. Mejía-Quintanilla, and M. R. del V. Alvarez. 2022. Bat fly (Diptera: Streblidae) and common vampire bat (Chiroptera: Phyllostomidae) association in Honduras: prevalence, mean intensity, infracommunities and influence of the biological characteristics of the host. Zoologia (Curitiba) 39:1–11.",NA,NA,NA
BFR173,Mello et al.,2022,Article,"Mello, R. M., R. S. Laurindo, L. C. Silva, M. V. Pyles, L. F. O. Bernardi, M. C. S. Mancini, W. Dáttilo, and R. Gregorin. 2022. Configuration and composition of human-dominated tropical landscapes affect the prevalence and average intensity of mite and fly infestation in Phyllostomidae bats. Parasitology Research.",NA,NA,NA
BFR174,Da silva Reis et al.,2022,Article,"da Silva Reis, A., R. de Almeida Zampaulo, G. D. P. Dornelles, G. Graciolli, and S. A. Talamoni. 2022. Variation of dipteran ectoparasites (Streblidae) on Anoura geoffroyi Gray, 1838 (Phyllostomidae) in two caves in southeastern Brazil. Parasitology Research 121:255–265.",Coleção Zoológica from the Universidade Federal do Mato Grosso do Sul (ZUFMS).,NA,NA
BFR175,Speer et al.,2022,Article,"Speer, K. A., T. S. M. Teixeira, A. M. Brown, S. L. Perkins, K. Dittmar, M. R. Ingala, C. Wultsch, K. Krampis, C. W. Dick, S. C. Galen, N. B. Simmons, and E. L. Clare. 2022. Cascading effects of habitat loss on ectoparasite-associated bacterial microbiomes. ISME Communications 2:67.",NA,NA,NA
BFR176,Tlapaya-Romero et al.,2023,Article,"Tlapaya-Romero, L., A. García-Méndez, and M. M. Ramírez-Martínez. 2023. A new species of Trichobius (Diptera: Streblidae) from Mexico and new record of Paratrichobius americanus. Systematic Parasitology.",Laboratorio de Ecolog ́ıa y Zoonosis of the Universi- dad de Guadalajara,NA,NA
BFR177,Bellizzi et al.,2022,Article,"Bellizzi, I., S. Silva, P. Guedes, and J. Almeida. 2022. The natural history of the Stenodermatinae Chiroderma doriae vizottoi Taddei and Lim 2010 (Chiroptera, Phyllostomidae) in a semiarid region from Brazil. Mammalia, 86:247–251.",NA,NA,NA
