assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
22023189,10986,Kerivoula smithii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,smithii,,,,"Thomas, 1880",Least Concern,,3.1,Unknown,Global
22023276,10987,Kerivoula whiteheadi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,whiteheadi,,,,"Thomas, 1894",Least Concern,,3.1,Unknown,Global
22023433,14876,Notopteris macdonaldi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Notopteris,macdonaldi,,,,"Gray, 1859",Vulnerable,C1,3.1,Decreasing,Global
22023706,136348,Lonchophylla chocoana,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,chocoana,,,,"Dávalos, 2004",Data Deficient,,3.1,Unknown,Global
22023809,136350,Centronycteris centralis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,EMBALLONURIDAE,Centronycteris,centralis,,,,"Thomas, 1912",Least Concern,,3.1,Unknown,Global
22023972,12946,Megaerops ecaudatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Megaerops,ecaudatus,,,,"(Temminck, 1837)",Least Concern,,3.1,Stable,Global
22024115,12945,Megaerops kusnotoi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Megaerops,kusnotoi,,,,"Hill &amp; Boeadi, 1978",Vulnerable,A2c,3.1,Decreasing,Global
22024470,136351,Epomophorus anselli,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Epomophorus,anselli,,,,"Bergmans &amp; van Strien, 2004",Data Deficient,,3.1,Unknown,Global
22024550,12947,Megaerops niphanae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Megaerops,niphanae,,,,"Yenbutra &amp; Felten, 1983",Least Concern,,3.1,Stable,Global
22024708,20064,Scotophilus borbonicus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotophilus,borbonicus,,,,"(É. Geoffroy, 1803)",Data Deficient,,3.1,Unknown,Global
22025092,20058,Scotomanes ornatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotomanes,ornatus,,,,"(Blyth, 1851)",Least Concern,,3.1,Unknown,Global
22025293,20056,Scotoecus pallidus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotoecus,pallidus,,,,"(Dobson, 1876)",Least Concern,,3.1,Unknown,Global
22025420,20055,Scotoecus hirundo,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotoecus,hirundo,,,,"de Winton, 1899",Least Concern,,3.1,Unknown,Global
22025597,20054,Scotoecus albofuscus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotoecus,albofuscus,,,,"(Thomas, 1890)",Data Deficient,,3.1,Unknown,Global
22025754,8248,Eumops underwoodi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Eumops,underwoodi,,,,"Goodwin, 1940",Least Concern,,3.1,Unknown,Global
22025883,12615,Macrophyllum macrophyllum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Macrophyllum,macrophyllum,,,,"(Schinz, 1821)",Least Concern,,3.1,Unknown,Global
22026206,8246,Eumops maurus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Eumops,maurus,,,,"(Thomas, 1901)",Data Deficient,,3.1,Decreasing,Global
22026314,8245,Eumops hansae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Eumops,hansae,,,,"Sanborn, 1932",Least Concern,,3.1,Unknown,Global
22026467,87994083,Eumops glaucinus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Eumops,glaucinus,,,,"(Wagner, 1843)",Least Concern,,3.1,Unknown,Global
22026659,8243,Eumops dabbenei,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Eumops,dabbenei,,,,"Thomas, 1914",Least Concern,,3.1,Unknown,Global
22026755,87993837,Eumops bonariensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Eumops,bonariensis,,,,"(Peters, 1874)",Least Concern,,3.1,Unknown,Global
22027138,7030,Ectophylla alba,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Ectophylla,alba,,,,"H. Allen, 1892",Near Threatened,,3.1,Decreasing,Global
22027237,20033,Scleronycteris ega,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Scleronycteris,ega,,,,"Thomas, 1912",Data Deficient,,3.1,Decreasing,Global
22027337,12594,Macroglossus minimus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Macroglossus,minimus,,,,"(É. Geoffroy Saint-Hilaire, 1810)",Least Concern,,3.1,Stable,Global
22027530,12595,Macroglossus sobrinus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Macroglossus,sobrinus,,,,"K. Andersen, 1911",Least Concern,,3.1,Stable,Global
22027891,7083,Eidolon dupreanum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Eidolon,dupreanum,,,,"(Pollen in Schlegel &amp; Pollen, 1866)",Vulnerable,A2ad,3.1,Decreasing,Global
22028026,7084,Eidolon helvum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Eidolon,helvum,,,,"(Kerr, 1792)",Near Threatened,A2d,3.1,Decreasing,Global
22028419,8168,Eudiscopus denticulus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Eudiscopus,denticulus,,,,"(Osgood, 1932)",Least Concern,,3.1,Unknown,Global
22028573,8166,Euderma maculatum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Euderma,maculatum,,,,"(J.A. Allen, 1891)",Least Concern,,3.1,Stable,Global
22028716,565,Aethalops alecto,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Aethalops,alecto,,,,"(Thomas, 1923)",Least Concern,,3.1,Unknown,Global
22028899,4983,Cloeotis percivali,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Cloeotis,percivali,,,,"Thomas, 1901",Least Concern,,3.1,Unknown,Global
22029016,85181182,Barbastella leucomelas,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Barbastella,leucomelas,,,,"(Cretzschmar, 1826)",Least Concern,,3.1,Unknown,Global
22029285,2553,Barbastella barbastellus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Barbastella,barbastellus,,,,"(Schreber, 1774)",Near Threatened,,3.1,Decreasing,Global
22029659,2533,Balantiopteryx plicata,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,EMBALLONURIDAE,Balantiopteryx,plicata,,,,"Peters, 1867",Least Concern,,3.1,Unknown,Global
22029918,6931,Dyacopterus spadiceus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dyacopterus,spadiceus,,,,"(Thomas, 1890)",Near Threatened,,3.1,Decreasing,Global
22030080,2532,Balantiopteryx io,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,EMBALLONURIDAE,Balantiopteryx,io,,,,"Thomas, 1904",Vulnerable,A2c,3.1,Decreasing,Global
22030208,84454322,Balionycteris maculata,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Balionycteris,maculata,,,,"(Thomas, 1893)",Least Concern,,3.1,Unknown,Global
22030377,5074,Coelops frithii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Coelops,frithii,,,,"Blyth, 1848",Near Threatened,A4c,3.1,Decreasing,Global
22030888,20066,Scotophilus dinganii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotophilus,dinganii,,,,"(A. Smith, 1833)",Least Concern,,3.1,Unknown,Global
22031278,20068,Scotophilus kuhlii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotophilus,kuhlii,,,,"Leach, 1821",Least Concern,,3.1,Stable,Global
22031528,20067,Scotophilus heathii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotophilus,heathii,,,,"(Horsfield, 1831)",Least Concern,,3.1,Stable,Global
22031754,12652,Macrotus californicus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Macrotus,californicus,,,,"Baird, 1858",Least Concern,,3.1,Stable,Global
22031866,20070,Scotophilus nigrita,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotophilus,nigrita,,,,"(Schreber, 1774)",Least Concern,,3.1,Decreasing,Global
22032004,12653,Macrotus waterhousii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Macrotus,waterhousii,,,,"Gray, 1843",Least Concern,,3.1,Stable,Global
22032119,20069,Scotophilus leucogaster,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotophilus,leucogaster,,,,"(Cretzschmar, 1826)",Least Concern,,3.1,Unknown,Global
22032313,20072,Scotophilus robustus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotophilus,robustus,,,,"Milne-Edwards, 1881",Least Concern,,3.1,Unknown,Global
22032438,20071,Scotophilus nux,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotophilus,nux,,,,"Thomas, 1904",Least Concern,,3.1,Unknown,Global
22032552,20073,Scotophilus viridis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotophilus,viridis,,,,"(Peters, 1852)",Least Concern,,3.1,Unknown,Global
22032744,136778,Sturnira sorianoi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Sturnira,sorianoi,,,,"Sánchez-Hernández, Romero-Almaraz &amp; Schnell, 2005",Data Deficient,,3.1,Unknown,Global
22032828,136777,Natalus primus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,NATALIDAE,Natalus,primus,,,,"Anthony, 1919",Vulnerable,D2,3.1,Decreasing,Global
22033116,136782,Carollia manu,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Carollia,manu,,,,"Pacheco, Solari &amp; Velazco, 2004",Least Concern,,3.1,Stable,Global
22033222,6778,Dobsonia inermis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,inermis,,,,"Andersen, 1909",Least Concern,,3.1,Stable,Global
22033332,6777,Dobsonia praedatrix,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,praedatrix,,,,"K. Andersen, 1909",Least Concern,,3.1,Unknown,Global
22033412,6780,Dobsonia viridis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,viridis,,,,"(Heude, 1896)",Least Concern,,3.1,Stable,Global
22033542,136784,Myotis melanorhinus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,melanorhinus,,,,"Merriam, 1890",Least Concern,,3.1,Stable,Global
22033630,84882605,Dobsonia moluccensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,moluccensis,,,,"(Quoy &amp; Gaimard, 1830)",Least Concern,,3.1,Stable,Global
22033795,136770,Myotis moluccarum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,moluccarum,,,,"(Thomas, 1915)",Least Concern,,3.1,Unknown,Global
22033892,6774,Dobsonia emersa,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,emersa,,,,"Bergmans &amp; Sarbini, 1985",Vulnerable,D2,3.1,Unknown,Global
22033978,6773,Dobsonia chapmani,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,chapmani,,,,"Rabor, 1952",Critically Endangered,"C2a(i,ii); D",3.1,Decreasing,Global
22034157,6776,Dobsonia pannietensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,pannietensis,,,,"(De Vis, 1905)",Near Threatened,A2c,3.1,Decreasing,Global
22034230,6775,Dobsonia exoleta,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,exoleta,,,,"K. Andersen, 1909",Least Concern,,3.1,Unknown,Global
22034361,136774,Scotophilus marovaza,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotophilus,marovaza,,,,"Goodman, Ratrimomanarivo &amp; Randrianandrianina, 2006",Least Concern,,3.1,Unknown,Global
22034445,6770,Dobsonia minor,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,minor,,,,"(Dobson, 1879)",Least Concern,,3.1,Unknown,Global
22034516,136776,Harpyionycteris celebensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Harpyionycteris,celebensis,,,,"Miller &amp; Hollister, 1921",Near Threatened,A4c,3.1,Decreasing,Global
22034699,6772,Dobsonia beauforti,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,beauforti,,,,"Bergmans, 1975",Least Concern,,3.1,Unknown,Global
22034782,6771,Dobsonia peronii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,peronii,,,,"(É. Geoffroy, 1810)",Least Concern,,3.1,Stable,Global
22034921,4600,Cheiromeles parvidens,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Cheiromeles,parvidens,,,,"Miller &amp; Hollister, 1921",Least Concern,,3.1,Unknown,Global
22035092,136798,Cynopterus luzoniensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Cynopterus,luzoniensis,,,,"(Peters, 1861)",Least Concern,,3.1,Stable,Global
22035230,81633135,Miniopterus petersoni,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MINIOPTERIDAE,Miniopterus,petersoni,,,," Goodman, Bradman, Maminirina, Ryan, Christidis &amp; Appleton, 2008",Data Deficient,,3.1,Unknown,Global
22035361,4601,Cheiromeles torquatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Cheiromeles,torquatus,,,,"Horsfield, 1824",Least Concern,,3.1,Unknown,Global
22035534,136790,Peropteryx trinitatis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,EMBALLONURIDAE,Peropteryx,trinitatis,,,,"Miller, 1899",Data Deficient,,3.1,Unknown,Global
22035638,136752,Miniopterus griveaudi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MINIOPTERIDAE,Miniopterus,griveaudi,,,,"Harrison, 1959",Data Deficient,,3.1,Unknown,Global
22035711,136739,Hipposideros inornatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,inornatus,,,,"McKean, 1970",Vulnerable,"B1ab(i,ii,iii,v)",3.1,Decreasing,Global
22035802,136741,Pipistrellus hesperidus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Pipistrellus,hesperidus,,,,"(Temminck, 1840)",Least Concern,,3.1,Unknown,Global
22035986,18341,Promops nasutus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Promops,nasutus,,,,"(Spix, 1823)",Least Concern,,3.1,Unknown,Global
22036112,88087651,Promops centralis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Promops,centralis,,,,"Thomas, 1915",Least Concern,,3.1,Unknown,Global
22036300,136768,Eonycteris robusta,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Eonycteris,robusta,,,,"Miller, 1913",Vulnerable,A2cd,3.1,Decreasing,Global
22036556,136754,Lasiurus insularis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Lasiurus,insularis,,,,"Hall &amp; Jones, 1961",Vulnerable,"B2ab(ii,iii)",3.1,Unknown,Global
22036641,136716,Tadarida insignis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Tadarida,insignis,,,,"Blyth, 1862",Data Deficient,,3.1,Unknown,Global
22036808,10598,Hylonycteris underwoodi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Hylonycteris,underwoodi,,,,"Thomas, 1903",Least Concern,,3.1,Stable,Global
22036934,136706,Lonchophylla concava,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,concava,,,,"Goldman, 1914",Least Concern,,3.1,Unknown,Global
22037057,136735,Lonchophylla orcesi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,orcesi,,,,"Albuja &amp; Gardner, 2005",Data Deficient,,3.1,Unknown,Global
22037141,4664,Chiroderma doriae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Chiroderma,doriae,,,,"Thomas, 1891",Least Concern,,3.1,Unknown,Global
22037238,4665,Chiroderma improvisum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Chiroderma,improvisum,,,,"Baker &amp; Genoways, 1976",Endangered,"B1ab(i,ii,iii)",3.1,Unknown,Global
22037356,4666,Chiroderma salvini,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Chiroderma,salvini,,,,"Dobson, 1878",Least Concern,,3.1,Stable,Global
22037501,843,Alionycteris paucidentata,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Alionycteris,paucidentata,,,,"Kock, 1969",Least Concern,,3.1,Stable,Global
22037580,4667,Chiroderma trinitatum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Chiroderma,trinitatum,,,,"Goodwin, 1958",Least Concern,,3.1,Unknown,Global
22037709,4668,Chiroderma villosum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Chiroderma,villosum,,,,"Peters, 1860",Least Concern,,3.1,Stable,Global
22037874,4670,Chironax melanocephalus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Chironax,melanocephalus,,,,"(Temminck, 1825)",Least Concern,,3.1,Decreasing,Global
22038028,136685,Pteropus rennelli,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,rennelli,,,,"Troughton, 1929",Endangered,"B1ab(ii,iii)",3.1,Decreasing,Global
22038149,12264,Lonchophylla dekeyseri,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,dekeyseri,,,,"Taddei, Vizotto &amp; Sazima, 1983",Endangered,C2a(i),3.1,Decreasing,Global
22038287,12263,Lonchophylla bokermanni,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,bokermanni,,,,"Sazima, Vizotto &amp; Taddei , 1978",Endangered,B1ab(iii),3.1,Unknown,Global
22038399,12268,Lonchophylla robusta,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,robusta,,,,"Miller, 1912",Least Concern,,3.1,Unknown,Global
22038521,12267,Lonchophylla mordax,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,mordax,,,,"Thomas, 1903",Near Threatened,,3.1,Unknown,Global
22038629,136678,Myotis dieteri,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,dieteri,,,,"Happold, 2005",Data Deficient,,3.1,Unknown,Global
22038705,12266,Lonchophylla hesperia,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,hesperia,,,,"G.M. Allen, 1908",Near Threatened,,3.1,Decreasing,Global
22038809,12265,Lonchophylla handleyi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,handleyi,,,,"Hill, 1980",Least Concern,,3.1,Unknown,Global
22038923,12272,Lonchorhina marinkellei,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchorhina,marinkellei,,,,"Hernandez-Camacho &amp; Cadena-G., 1978",Vulnerable,D2,3.1,Unknown,Global
22039031,2983,Brachyphylla nana,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Brachyphylla,nana,,,,"Miller, 1902",Least Concern,,3.1,Stable,Global
22039142,12271,Lonchorhina fernandezi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchorhina,fernandezi,,,,"Ochoa &amp; Ibanez, 1982",Endangered,D,3.1,Decreasing,Global
22039268,136675,Scotophilus tandrefana,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotophilus,tandrefana,,,,"Goodman, Jenkins &amp; Ratrimomanarivo, 2005",Data Deficient,,3.1,Unknown,Global
22039359,2982,Brachyphylla cavernarum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Brachyphylla,cavernarum,,,,"Gray, 1834",Least Concern,,3.1,Unknown,Global
22039503,12270,Lonchorhina aurita,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchorhina,aurita,,,,"Tomes, 1863",Least Concern,,3.1,Stable,Global
22039689,12269,Lonchophylla thomasi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,thomasi,,,,"J.A. Allen, 1904",Least Concern,,3.1,Unknown,Global
22039960,136697,Myotis macropus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,macropus,,,,"(Gould, 1855)",Least Concern,,3.1,Unknown,Global
22040066,136690,Lasiurus varius,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Lasiurus,varius,,,,"Poeppig, 1835",Least Concern,,3.1,Unknown,Global
22040157,6628,Diphylla ecaudata,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Diphylla,ecaudata,,,,"Spix, 1823",Least Concern,,3.1,Stable,Global
22040322,81069403,Triaenops persicus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Triaenops,persicus,,,,"Dobson, 1871",Least Concern,,3.1,Unknown,Global
22040490,81060220,Paratriaenops furculus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Paratriaenops,furculus,,,,"Trouessart, 1906",Least Concern,,3.1,Unknown,Global
22040604,14358,Nyctiellus lepidus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,NATALIDAE,Nyctiellus,lepidus,,,,"(Gervais, 1837)",Least Concern,,3.1,Unknown,Global
22040708,136835,Paremballonura tiavato,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,EMBALLONURIDAE,Paremballonura,tiavato,,,,"Goodman, Cardiff, Ranivo, Russell &amp; Yoder, 2006",Least Concern,,3.1,Unknown,Global
22040831,88088852,Chilonatalus micropus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,NATALIDAE,Chilonatalus,micropus,,,,"(Dobson, 1880)",Vulnerable,A2c,3.1,Decreasing,Global
22040956,14360,Natalus stramineus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,NATALIDAE,Natalus,stramineus,,,,"Gray, 1838",Least Concern,,3.1,Unknown,Global
22041117,136836,Paranyctimene tenax,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Paranyctimene,tenax,,,,"Bergmans, 2001",Least Concern,,3.1,Unknown,Global
22041195,14361,Chilonatalus tumidifrons,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,NATALIDAE,Chilonatalus,tumidifrons,,,,"Miller, 1903",Near Threatened,A2c,3.1,Unknown,Global
22041302,21986,Lophostoma evotis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lophostoma,evotis,,,,"(Davis &amp; Carter, 1978)",Least Concern,,3.1,Stable,Global
22041401,14362,Natalus tumidirostris,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,NATALIDAE,Natalus,tumidirostris,,,,"Miller, 1900",Least Concern,,3.1,Unknown,Global
22041541,99783878,Lophostoma carrikeri,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lophostoma,carrikeri,,,,"(J.A. Allen, 1910)",Least Concern,,3.1,Decreasing,Global
22041651,88149202,Lophostoma silvicolum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lophostoma,silvicolum,,,,"d'Orbigny, 1836",Least Concern,,3.1,Unknown,Global
22041805,4772,Choeroniscus godmani,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Choeroniscus,godmani,,,,"(Thomas, 1903)",Least Concern,,3.1,Unknown,Global
22041951,21987,Lophostoma schulzi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lophostoma,schulzi,,,,"Genoways &amp; Williams, 1980",Least Concern,,3.1,Unknown,Global
22042098,136841,Pteropus intermedius,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,intermedius,,,,"K. Andersen, 1908",Data Deficient,,3.1,Unknown,Global
22042243,4774,Choeroniscus minor,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Choeroniscus,minor,,,,"(Peters, 1868)",Least Concern,,3.1,Unknown,Global
22042360,4775,Choeroniscus periosus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Choeroniscus,periosus,,,,"Handley, 1966",Vulnerable,A3c,3.1,Unknown,Global
22042479,4776,Choeronycteris mexicana,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Choeronycteris,mexicana,,,,"Tschudi, 1844",Near Threatened,A2c,3.1,Unknown,Global
