assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
22071126,18656,Pteralopex anceps,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteralopex,anceps,,,,"K. Andersen, 1909",Endangered,A2c,3.1,Decreasing,Global
22071217,18653,Ptenochirus jagori,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Ptenochirus,jagori,,,,"(Peters, 1861)",Least Concern,,3.1,Stable,Global
22071330,18654,Ptenochirus minor,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Ptenochirus,minor,,,,"Yoshiyuki, 1979",Least Concern,,3.1,Stable,Global
22071456,22947,Vespertilio murinus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Vespertilio,murinus,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
22071812,22949,Vespertilio sinensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Vespertilio,sinensis,,,,"(Peters, 1880)",Least Concern,,3.1,Unknown,Global
22071929,171619155,Hypsugo ariel,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Hypsugo,ariel,,,,"(Thomas, 1904)",Data Deficient,,3.1,Unknown,Global
22072042,44851,Pipistrellus anchietae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Pipistrellus,anchietae,,,,"(Seabra, 1900)",Least Concern,,3.1,Unknown,Global
22072140,44854,Hypsugo eisentrauti,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Hypsugo,eisentrauti,,,,"Hill, 1968",Data Deficient,,3.1,Unknown,Global
22072238,44853,Pipistrellus crassulus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Pipistrellus,crassulus,,,,"Thomas, 1904",Least Concern,,3.1,Unknown,Global
22072380,44856,Hypsugo savii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Hypsugo,savii,,,,"Bonaparte, 1837",Least Concern,,3.1,Stable,Global
22072827,44855,Hypsugo musciculus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Hypsugo,musciculus,,,,"Thomas, 1913",Data Deficient,,3.1,Unknown,Global
22072935,5481,Craseonycteris thonglongyai,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,CRASEONYCTERIDAE,Craseonycteris,thonglongyai,,,,"Hill, 1974",Near Threatened,B1a,3.1,Decreasing,Global
22073089,44859,Miniopterus africanus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MINIOPTERIDAE,Miniopterus,africanus,,,,"Sanborn, 1936",Data Deficient,,3.1,Unknown,Global
22073129,44862,Miniopterus natalensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MINIOPTERIDAE,Miniopterus,natalensis,,,,"(A. Smith, 1834)",Least Concern,,3.1,Unknown,Global
22073303,14288,Myzopoda aurita,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MYZOPODIDAE,Myzopoda,aurita,,,,"Milne-Edwards &amp; A. Grandidier, 1878",Least Concern,,3.1,Unknown,Global
22073410,44864,Myotis punicus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,punicus,,,,"Felten, Spitzenberger, and Storch, 1977",Data Deficient,,3.1,Unknown,Global & Mediterranean
22073545,44863,Myotis anjouanensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,anjouanensis,,,,"Dorst, 1960",Data Deficient,,3.1,Unknown,Global
22073767,44697,Epomophorus crypturus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Epomophorus,crypturus,,,,"Peters, 1852",Least Concern,,3.1,Unknown,Global
22073874,44698,Lissonycteris angolensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Lissonycteris,angolensis,,,,"Bocage, 1898",Least Concern,,3.1,Decreasing,Global
22074222,18657,Pteralopex atrata,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteralopex,atrata,,,,"Thomas, 1888",Endangered,A2cd,3.1,Decreasing,Global
22074483,44693,Sauromys petrophilus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Sauromys,petrophilus,,,,"(Roberts, 1917)",Least Concern,,3.1,Stable,Global
22074582,44695,Nycteris parisii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,NYCTERIDAE,Nycteris,parisii,,,,"De Beaux, 1924",Data Deficient,,3.1,Unknown,Global
22074669,44696,Nycteris vinsoni,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,NYCTERIDAE,Nycteris,vinsoni,,,,"Dalquest, 1965",Data Deficient,,3.1,Unknown,Global
22074748,44689,Macronycteris thomensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Macronycteris,thomensis,,,,"Bocage, 1891",Least Concern,,3.1,Stable,Global
22074935,44692,Platymops setiger,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Platymops,setiger,,,,"Peters, 1878",Least Concern,,3.1,Unknown,Global
22075133,44687,Macronycteris gigas,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Macronycteris,gigas,,,,"Wagner, 1845",Least Concern,,3.1,Unknown,Global
22075340,13838,Mops condylurus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,condylurus,,,,"(A. Smith, 1833)",Least Concern,,3.1,Unknown,Global
22075549,13837,Mops brachypterus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,brachypterus,,,,"(Peters, 1852)",Least Concern,,3.1,Unknown,Global
22075708,13840,Mops demonstrator,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,demonstrator,,,,"(Thomas, 1903)",Least Concern,,3.1,Decreasing,Global
22075809,13839,Mops congicus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,congicus,,,,"J.A. Allen, 1917",Least Concern,,3.1,Unknown,Global
22075896,9978,Hesperoptenus tickelli,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Hesperoptenus,tickelli,,,,"(Blyth, 1851)",Least Concern,,3.1,Unknown,Global
22076119,9977,Hesperoptenus gaskelli,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Hesperoptenus,gaskelli,,,,"Hill, 1983",Data Deficient,,3.1,Unknown,Global
22076259,9979,Hesperoptenus tomesi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Hesperoptenus,tomesi,,,,"Thomas, 1905",Vulnerable,A4c,3.1,Decreasing,Global
22076446,9976,Hesperoptenus doriae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Hesperoptenus,doriae,,,,"(Peters, 1868)",Data Deficient,,3.1,Unknown,Global
22076582,9975,Hesperoptenus blanfordi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Hesperoptenus,blanfordi,,,,"(Dobson, 1877)",Least Concern,,3.1,Unknown,Global
22076753,18710,Pteronotus quadridens,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MORMOOPIDAE,Pteronotus,quadridens,,,,"(Gundlach, 1840)",Least Concern,,3.1,Stable,Global
22077065,18706,Pteronotus gymnonotus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MORMOOPIDAE,Pteronotus,gymnonotus,,,,"Wagner, 1843",Least Concern,,3.1,Stable,Global
22077236,13849,Mops thersites,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,thersites,,,,"(Thomas, 1903)",Least Concern,,3.1,Stable,Global
22077399,18705,Pteronotus davyi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MORMOOPIDAE,Pteronotus,davyi,,,,"Gray, 1838",Least Concern,,3.1,Stable,Global
22077590,13850,Mops trevori,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,trevori,,,,"J.A. Allen, 1917",Data Deficient,,3.1,Decreasing,Global
22077695,88017638,Pteronotus parnellii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MORMOOPIDAE,Pteronotus,parnellii,,,,"Gray, 1843",Least Concern,,3.1,Stable,Global
22077903,18707,Pteronotus macleayii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MORMOOPIDAE,Pteronotus,macleayii,,,,"(Gray, 1839)",Least Concern,,3.1,Stable,Global
22078015,18718,Pteropus brunneus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,brunneus,,,,"Dobson, 1878",Extinct,,3.1,,Global
22078081,13845,Mops niveiventer,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,niveiventer,,,,"Cabrera &amp; Ruxton, 1926",Least Concern,,3.1,Unknown,Global
22078424,13847,Mops sarasinorum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,sarasinorum,,,,"(Meyer, 1899)",Data Deficient,,3.1,Unknown,Global
22078625,99688187,Pteropus chrysoproctus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,chrysoproctus,,,,"Temminck, 1837",Vulnerable,A3cd,3.1,Decreasing,Global
22078791,20599,Sphaeronycteris toxophyllum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Sphaeronycteris,toxophyllum,,,,"Peters, 1882",Least Concern,,3.1,Unknown,Global
22078917,13848,Mops spurrelli,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,spurrelli,,,,"(Dollman, 1911)",Least Concern,,3.1,Unknown,Global
22079034,18719,Pteropus caniceps,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,caniceps,,,,"Gray, 1870",Vulnerable,A3cd,3.1,Decreasing,Global
22079192,18714,Pteropus aldabrensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,aldabrensis,,,,"True, 1893",Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii); D",3.1,Stable,Global
22079278,13841,Mops midas,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,midas,,,,"(Sundevall, 1843)",Least Concern,,3.1,Decreasing,Global
22079559,13842,Mops mops,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,mops,,,,"(de Blainville, 1840)",Near Threatened,,3.1,Decreasing,Global
22079752,18713,Pteropus admiralitatum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,admiralitatum,,,,"Thomas, 1894",Least Concern,,3.1,Stable,Global
22079835,13843,Mops nanulus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,nanulus,,,,"J.A. Allen, 1917",Least Concern,,3.1,Unknown,Global
22079958,18716,Pteropus anetianus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,anetianus,,,,"Gray, 1870",Vulnerable,A4cd,3.1,Decreasing,Global
22080057,18715,Pteropus alecto,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,alecto,,,,"Temminck, 1837",Least Concern,,3.1,Unknown,Global
22080151,13844,Mops niangarae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,niangarae,,,,"J.A. Allen, 1917",Data Deficient,,3.1,Unknown,Global
22080230,18723,Pteropus faunulus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,faunulus,,,,"Miller, 1902",Endangered,"B1ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
22080348,18724,Pteropus fundatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,fundatus,,,,"Felten &amp; Kock, 1972",Endangered,B1ab(iii),3.1,Unknown,Global
22080456,18721,Pteropus conspicillatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,conspicillatus,,,,"Gould, 1850",Endangered,A2abcde+3bcde+4abcde,3.1,Decreasing,Global
22080614,18722,Pteropus dasymallus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,dasymallus,,,,"Temminck, 1825",Vulnerable,"A4cd; B2ab(iii,iv,v); C1",3.1,Decreasing,Global
22080757,18727,Pteropus griseus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,griseus,,,,"(É. Geoffroy, 1810)",Vulnerable,C1,3.1,Decreasing,Global
22080900,18728,Pteropus howensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,howensis,,,,"Troughton, 1931",Critically Endangered,C2a(ii),3.1,Decreasing,Global
22081235,18726,Pteropus gilliardorum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,gilliardorum,,,,"Van Deusen, 1969",Vulnerable,D2,3.1,Unknown,Global
22081331,18731,Desmalopex leucopterus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Desmalopex,leucopterus,,,,"Temminck, 1853",Vulnerable,A2cd,3.1,Decreasing,Global
22081502,18732,Pteropus livingstonii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,livingstonii,,,,"Gray, 1866",Critically Endangered,A2c,3.1,Decreasing,Global
22081642,18729,Pteropus hypomelanus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,hypomelanus,,,,"Temminck, 1853",Near Threatened,A2bcd,3.1,Decreasing,Global
22081930,85043053,Pteropus pelagicus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,pelagicus,,,,"Kittlitz, 1836",Endangered,"A2abcd; B2ab(ii,iii,iv,v); C1",3.1,Decreasing,Global
22082074,18735,Pteropus macrotis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,macrotis,,,,"Peters, 1867",Least Concern,,3.1,Stable,Global
22082180,18736,Pteropus mahaganus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,mahaganus,,,,"Sanborn, 1931",Least Concern,,3.1,Decreasing,Global
22082270,18733,Pteropus lombocensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,lombocensis,,,,"Dobson, 1878",Data Deficient,,3.1,Unknown,Global
22082429,18734,Pteropus lylei,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,lylei,,,,"K. Andersen, 1908",Vulnerable,A4cd,3.1,Decreasing,Global
22082634,18740,Pteropus melanotus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,melanotus,,,,"Blyth, 1863",Vulnerable,C1,3.1,Decreasing,Global
22082910,13883,Mormopterus kalinowskii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mormopterus,kalinowskii,,,,"(Thomas, 1893)",Least Concern,,3.1,Unknown,Global
22082983,18739,Pteropus melanopogon,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,melanopogon,,,,"Peters, 1867",Endangered,A3cd,3.1,Decreasing,Global
22083165,13884,Mormopterus minutus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mormopterus,minutus,,,,"(Miller, 1899)",Vulnerable,"B2ab(ii,iii)",3.1,Decreasing,Global
22083290,13881,Mormopterus doriae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mormopterus,doriae,,,,"K. Andersen, 1907",Data Deficient,,3.1,Unknown,Global
22083400,188566753,Pteropus mariannus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,mariannus,,,,"Desmarest, 1822",Endangered,"B2ab(ii,iii,iv,v)c(ii,iii,iv)",3.1,Decreasing,Global
22083579,13882,Mormopterus jugularis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mormopterus,jugularis,,,,"(Peters in Sclater, 1865)",Least Concern,,3.1,Unknown,Global
22083688,13887,Mormopterus phrudus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mormopterus,phrudus,,,,"Handley, 1956",Vulnerable,D2,3.1,Unknown,Global
22083923,18744,Pteropus nitendiensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,nitendiensis,,,,"Sanborn, 1930",Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global
22084197,71732146,Ozimops planiceps,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Ozimops,planiceps,,,,"(Peters, 1866)",Least Concern,,3.1,Decreasing,Global
22084304,76776686,Micronomus norfolkensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Micronomus,norfolkensis,,,,"Gray, 1839",Near Threatened,A2c,3.1,Decreasing,Global
22084430,18742,Pteropus neohibernicus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,neohibernicus,,,,"Peters, 1876",Least Concern,,3.1,Stable,Global
22084572,18741,Pteropus molossinus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,molossinus,,,,"Temminck, 1853",Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Stable,Global
22084787,18747,Pteropus personatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,personatus,,,,"Temminck, 1825",Least Concern,,3.1,Stable,Global
22084917,18746,Pteropus ornatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,ornatus,,,,"Gray, 1870",Vulnerable,A2abcd,3.1,Decreasing,Global
22085232,71733227,Mormopterus acetabulosus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mormopterus,acetabulosus,,,,"(Hermann, 1804)",Endangered,A2b; B1ab(iii)+2ab(iii),3.1,Decreasing,Global
22085351,18752,Pteropus pselaphon,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,pselaphon,,,,"Lay, 1829",Endangered,"B2ab(ii,iii,iv); D",3.1,Stable,Global
22085511,18751,Pteropus poliocephalus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,poliocephalus,,,,"Temminck, 1825",Vulnerable,A2ace+4ac,3.1,Decreasing,Global
22085786,18750,Pteropus pohlei,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,pohlei,,,,"Stein, 1933",Vulnerable,"B1ab(i,v)",3.1,Decreasing,Global
22085914,13877,Mormoops blainvillei,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MORMOOPIDAE,Mormoops,blainvillei,,,,"Leach, 1821",Least Concern,,3.1,Unknown,Global
22086060,13878,Mormoops megalophylla,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MORMOOPIDAE,Mormoops,megalophylla,,,,"(Peters, 1864)",Least Concern,,3.1,Decreasing,Global
22086230,18749,Pteropus pilosus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,pilosus,,,,"K. Andersen, 1908",Extinct,,3.1,,Global
22086307,18753,Pteropus pumilus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,pumilus,,,,"Miller, 1910",Near Threatened,A4cd,3.1,Decreasing,Global
22086494,22577,Tylonycteris pachypus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Tylonycteris,pachypus,,,,"(Temminck, 1840)",Least Concern,,3.1,Unknown,Global
22086707,18754,Pteropus rayneri,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,rayneri,,,,"Gray, 1870",Near Threatened,A2c,3.1,Decreasing,Global
22086856,22578,Tylonycteris robustula,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Tylonycteris,robustula,,,,"Thomas, 1915",Least Concern,,3.1,Unknown,Global
22087057,18755,Pteropus rodricensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,rodricensis,,,,"Dobson, 1878",Endangered,B1ac(iv)+2ac(iv),3.1,Increasing,Global
22087230,18756,Pteropus rufus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,rufus,,,,"É. Geoffroy Saint-Hilaire, 1803",Vulnerable,A2acd,3.1,Decreasing,Global
22087415,18757,Pteropus samoensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,samoensis,,,,"Peale, 1848",Near Threatened,A2c,3.1,Decreasing,Global
22087637,18758,Pteropus scapulatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,scapulatus,,,,"Peters, 1862",Least Concern,,3.1,Unknown,Global
22087745,18759,Pteropus seychellensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,seychellensis,,,,"Milne-Edwards, 1877",Least Concern,,3.1,Stable,Global
22087948,18760,Pteropus speciosus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,speciosus,,,,"Andersen, 1908",Data Deficient,,3.1,Unknown,Global
22088168,18761,Pteropus subniger,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,subniger,,,,"(Kerr, 1792)",Extinct,,3.1,,Global
22088270,18762,Pteropus temminckii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,temminckii,,,,"Peters, 1867",Vulnerable,A2c,3.1,Decreasing,Global
22088402,18763,Pteropus tokudae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,tokudae,,,,"Tate, 1934",Extinct,,3.1,,Global
22088495,18764,Pteropus tonganus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,tonganus,,,,"Quoy &amp; Gaimard, 1830",Least Concern,,3.1,Decreasing,Global
22088712,18765,Pteropus tuberculatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,tuberculatus,,,,"Peters, 1869",Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",3.1,Decreasing,Global
22089080,18767,Pteropus vetulus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,vetulus,,,,"Jouan, 1863",Near Threatened,"B1ab(i,ii,iii,v)",3.1,Decreasing,Global
22089205,18768,Pteropus voeltzkowi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,voeltzkowi,,,,"Matschie, 1909",Vulnerable,D2,3.1,Increasing,Global
22089365,5113,Coleura afra,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,EMBALLONURIDAE,Coleura,afra,,,,"(Peters, 1852)",Least Concern,,3.1,Unknown,Global
22089578,18769,Pteropus woodfordi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,woodfordi,,,,"Thomas, 1888",Least Concern,,3.1,Decreasing,Global
22089728,18773,Pteropus loochoensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,loochoensis,,,,"Gray, 1870",Data Deficient,,3.1,Unknown,Global
22089794,5112,Coleura seychellensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,EMBALLONURIDAE,Coleura,seychellensis,,,,"Peters, 1868",Critically Endangered,C2a(i),3.1,Decreasing,Global
22089934,10135,Hipposideros fulvus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,fulvus,,,,"Gray, 1838",Least Concern,,3.1,Stable,Global
22090092,10136,Hipposideros galeritus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,galeritus,,,,"Cantor, 1846",Least Concern,,3.1,Unknown,Global
22090466,10134,Hipposideros fuliginosus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,fuliginosus,,,,"(Temminck, 1853)",Least Concern,,3.1,Decreasing,Global
22090631,10131,Hipposideros durgadasi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,durgadasi,,,,"Khajuria, 1970",Vulnerable,B2ab(iii),3.1,Decreasing,Global
22090760,10132,Hipposideros dyacorum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,dyacorum,,,,"Thomas, 1902",Least Concern,,3.1,Unknown,Global
22091011,10129,Hipposideros dinops,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,dinops,,,,"K. Andersen, 1905",Vulnerable,"B2ab(ii,iii,v); C2a(i)",3.1,Decreasing,Global
22091121,10130,Hipposideros doriae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,doriae,,,,"(Peters, 1871)",Near Threatened,A4c,3.1,Decreasing,Global
22091287,85646564,Hipposideros larvatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,larvatus,,,,"(Horsfield, 1823)",Least Concern,,3.1,Unknown,Global
22091565,10144,Hipposideros lekaguli,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,lekaguli,,,,"Thonglongya &amp; Hill, 1974",Near Threatened,A2c,3.1,Decreasing,Global
22091750,13936,Murina aenea,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Murina,aenea,,,,"Hill, 1964",Vulnerable,A2c+3c,3.1,Decreasing,Global
22091938,10141,Hipposideros lamottei,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,lamottei,,,,"Brosset, 1985",Critically Endangered,"B1ab(i,iii,v)",3.1,Decreasing,Global
