SiteCode,RefCode,Country,State,Municipality,Locality,Latitude,Longitude,Precision,Vegetation,VegType,Ecoregion,Domain,Elevation,1kmAlt,MeanAnnTemp,MeanAnnRain
BFA381,BFR086,Philippines,Philippines,Philippines,Mahangin,13.84415,122.058766,Precise,NA,NA,Luzon rain forests,NA,NA,22,27.1,2486
BFA381,BFR086,Philippines,Philippines,Philippines,De Lamesa,13.844639,122.058756,Precise,NA,NA,Luzon rain forests,NA,NA,25,27.1,2486
BFA381,BFR086,Philippines,Philippines,Philippines,Bonifacio,13.898252,122.027466,Precise,NA,NA,Luzon rain forests,NA,NA,52,27,2594
BFA382,BFR087,Malaysia,Malaysia,Malaysia,Pulau Pangkor,4.23593,100.54056,Precise,NA,NA,Peninsular Malaysian rain forests,NA,NA,0,NA,NA
BFA383,BFR087,Malaysia,Malaysia,Malaysia,Pulau Perhentian,5.903346,102.745605,Not precise,NA,NA,Peninsular Malaysian rain forests,NA,NA,41,NA,NA
BFA384,BFR087,Malaysia,Malaysia,Malaysia,Pulau Tioman,2.844037,104.162203,Not precise,NA,NA,Peninsular Malaysian rain forests,NA,NA,53,NA,NA
BFA385,BFR087,Cambodia,Cambodia,Cambodia,Phnom Penh,11.55815,104.9174,Not precise,NA,NA,Central Indochina dry forests,NA,NA,16,27.7,1378
BFA386,BFR087,Vietnam,Vietnam,Vietnam,Soc Trang,9.57849,105.97201,Precise,NA,NA,Indochina mangroves,NA,NA,12,26.8,1755
BFA387,BFR087,Vietnam,Vietnam,Vietnam,Ca Mau,9.15258,104.91347,Precise,NA,NA,Indochina mangroves,NA,NA,4,26.6,2347
BFA388,BFR087,Malaysia,Malaysia,Malaysia,Kuala Berang,5.07219,103.01707,Precise,NA,NA,Peninsular Malaysian rain forests,NA,NA,23,26.5,3517
BFA389,BFR087,Malaysia,Malaysia,Malaysia,Lenggong,5.13051,100.83254,Precise,NA,NA,Peninsular Malaysian rain forests,NA,NA,49,27.3,2651
BFA390,BFR088,Russia,Cis-Ural Region,Urals and Western Siberia,"Udmurtia, Sverdlovsk, Chelyabinsk Oblast and Western part of KhMAO (Verhne-Kondinskii Nature Reserve, environs of Yagodny)",61.524023,105.318759,Not precise,NA,NA,East Siberian taiga,NA,NA,NA,-8.1,374
BFA391,BFR089,Russia,Southern Siberia,Southern Siberia,Southern Siberia,61.524023,105.318759,Not precise,NA,NA,East Siberian taiga,NA,NA,NA,-8.1,374
BFA392,BFR090,India,Tamil Nadu state,Tamil Nadu state,Tiruchirappalli,10.790483,78.704673,Not precise,NA,NA,Deccan thorn scrub forests,NA,NA,83,28.8,859
BFA393,BFR091,Russia,Ural ,Northern and Middle Urals,Dvurechensk,56.595966,61.100162,Not precise,NA,NA,West Siberian taiga,NA,NA,196,2.7,496
BFA394,BFR091,Russia,Ural ,Northern and Middle Urals,Smolinskaya cave,56.429916,61.611246,Not precise,NA,NA,West Siberian taiga,NA,NA,171,2.5,479
BFA395,BFR091,Russia,Ural ,Northern and Middle Urals,Arakaevskaya cave,56.461857,59.253594,Not precise,NA,NA,Ural montane forests and tundra,NA,NA,287,1.8,583
BFA396,BFR092,Mexico,Veracruz,Tlapacoyan,Encinar,19.91194444,-97.20277778,Precise,Acahual,Rainforest,Veracruz moist forests,Mesoamerica,NA,597,21.2,2488
BFA396,BFR092,Mexico,Veracruz,Puente Nacional,Utrera,19.285,-96.51972222,Precise,Acahual,Rainforest,Veracruz moist forests,Mesoamerica,NA,182,25.1,982
BFA396,BFR092,Mexico,Veracruz,San Andrés Tuxtla,Ruiz,18.67027778,-95.12611111,Precise,Acahual,Rainforest,Veracruz moist forests,Mesoamerica,NA,NA,25.6,3137
BFA397,BFR092,Mexico,Veracruz,San Andrés Tuxtla,Perico,18.66166667,-95.21527778,Precise,Pastizal,Rainforest,Veracruz moist forests,Mesoamerica,NA,230,24.5,3132
BFA397,BFR092,Mexico,Veracruz,San Andrés Tuxtla,Divino,18.64222222,-95.19333333,Precise,Pastizal,Rainforest,Veracruz moist forests,Mesoamerica,NA,404,23.7,2966
BFA397,BFR092,Mexico,Veracruz,Tlapacoyan,Clarín,20.03416667,-97.10388889,Precise,Pastizal,Rainforest,Veracruz moist forests,Mesoamerica,NA,112,24,1359
BFA398,BFR092,Mexico,Veracruz,Martínez de la Torre,Soledad,20.03555556,-97.0775,Precise,Silvopastoril,Rainforest,Veracruz moist forests,Mesoamerica,NA,115,24.1,1343
BFA398,BFR092,Mexico,Veracruz,Úrsulo Galván,CBTA 17,19.40944444,-96.37583333,Precise,Silvopastoril,Cloud Forest,Veracruz moist forests,Mesoamerica,NA,14,25.6,1200
BFA399,BFR093,Brazil,Mato Grosso do Sul,Campo Grande,Florestinha,-20.44740917,-54.56204222,Precise,NA,Semideciduos forest,Cerrado,Atlantic Forest,NA,632,22.9,1461
BFA400,BFR093,Brazil,Mato Grosso do Sul,Campo Grande,Centro de Educação Ambiental Polonês,-20.44740917,-54.58050444,Precise,NA,Semideciduos forest,Cerrado,Atlantic Forest,NA,582,23.1,1457
BFA401,BFR094,Brazil,Pará,"Altamira, Vitória do Xingu, Brasil Novo, Bragança and Nova Timboteua",Urban and Rural areas,-1.547430149,-74.51849065,Not precise,Secondary vegetation,Rainforest,Iquitos varzea,Amazonia,NA,188,25.9,2836
BFA402,BFR095,France,New Aquitaine,"Gironde, Landes, Lot-et-Garonne",Landes de Gascogne,44.482336,-0.793121,Not precise,NA,NA,Atlantic mixed forests,NA,NA,29,12.9,1026
BFA403,BFR096,United States,Colorado,Larimer County,"Fort Collins, Timnath",40.529149,-104.985253,Not precise,NA,Western short grasslands,Central and Southern mixed grasslands,Caribbean,NA,1480,9.4,357
BFA404,BFR097,Madagascar,Antsiranana,Antsiranana,"Parc National d’Ankarana, Grotte des Chauves-souris ",-12.95666667,49.11833333,Precise,NA,NA,Madagascar subhumid forests,NA,NA,116,26.1,1641
BFA405,BFR098,Brazil,Brasilia,Brasilia,"Cerrado Biosphere Reserve Federal District: Brasília National Park (PNB), Gama-Cabeça de Veado Environmental Protection Area (AGCV) and Águas Emendadas Ecological Station (ESECAE) ",-15.7262037,-47.84453704,Precise,savanna habitats and forested riparian areas,Savanna woodland,Cerrado,Cerrado,NA,1032,21.5,1555
BFA406,BFR099,Mexico,Jalisco,Autlan,Las Joyas Scientific Research Station,19.58619167,-104.2742917,Not precise,semi-evergreen forest,Deciduous forest,Jalisco dry forests,Mesoamerica,510,1963,16.8,1296
BFA407,BFR099,Mexico,Jalisco,Autlan,Jalocote,19.81554167,-104.4102917,Not precise,dry deciduous forest with riparian vegetation,Deciduous forest,Jalisco dry forests,Mesoamerica,1162,1171,21.6,1042
BFA408,BFR099,Mexico,Jalisco,Chamela,Villa Purificación ,19.70185833,-104.6050917,Not precise,temperate high mountain forest,Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,1950,430,25.1,1713
BFA409,BFR099,Uganda,Kamwenge District,Kibale National Park,Ngogo research station,0.4855472222,30.38941944,Not precise,semideciduous montane forest ,NA,Albertine Rift montane forests,NA,1550,1411,20.3,1310
BFA410,BFR100,Saint Kitts and Nevis,Saint Kitts Island,Saint Kitts Island,Saint Kitts Island,17.34338,-62.755904,Not precise,NA,NA,Leeward Islands moist forests,NA,NA,448,24.7,1525
BFA411,BFR101,Brazil,Paraná,Palotina,São Camilo State Park (SCSP),-24.14916667,-53.91055556,Precise,semideciduous seasonal forest,Mixed forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,234,21.4,1467
BFA412,BFR102,United States,Texas,"Brewster, Crockett, Culberson, Hudspeth, Presidio and Reeves","Brewster, Crockett, Culberson, Hudspeth, Presidio and Reeves",31.968598,-99.901812,Not precise,NA,NA,Central and Southern mixed grasslands,NA,NA,569,17.9,640
BFA413,BFR103,Mexico,Michoacan,Morelia,Tiristaran,19.76527778,-101.3419444,Precise,Quercus spp. forest,Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,2170,2161,16.5,863
BFA414,BFR104,Costa Rica,Guanacaste,Guanacaste,Guanacaste,10.367062,-85.213786,Not precise,"Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest",Deciduous forest,Central American dry forests,Mesoamerica,NA,7,26.9,1679
BFA414,BFR104,Costa Rica,Alajuela,Alajuela,Alajuela,10.1538775,-84.5962725,Not precise,"Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest",Seasonal riverine forest,Isthmian-Atlantic moist forests,Mesoamerica,NA,1507,18.6,2652
BFA414,BFR104,Costa Rica,Cartago ,Cartago ,Cartago ,9.98221,-83.6042,Not precise,"Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest",Rainforest,Costa Rican seasonal moist forests,Mesoamerica,NA,353,24.6,3929
BFA414,BFR104,Costa Rica,Puntarenas,Puntarenas,Puntarenas,9.74598,-85.176435,Not precise,"Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest",Semideciduos forest,Costa Rican seasonal moist forests,Mesoamerica,NA,192,25.8,2399
BFA415,BFR105,Mexico,Jalisco,Coast of Chamela,Don Panchito Island,19.526511,-105.074972,Not precise,tropical deciduous and tropical semi-deciduous forests ,Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,33,26.5,720
BFA416,BFR106,South Africa,Limpopo province,Mahlapitsi Valley,Mahune Cave,-26.016753,27.733571,Not precise,NA,NA,Highveld grasslands,NA,NA,1474,16.6,688
BFA417,BFR107,Brazil,Maranhão,São Luís.,Quebra Pote,-2.696111111,-44.21972222,Precise,Secondary forest,Coastal sandy mosaic,Maranhão Baba forests,Atlantic Forest,NA,30,27,1711
BFA418,BFR108,Brazil,Maranhão,Barreirinhas,Barreirinhas,-3,-43.1,Not precise,Cerrado,Coastal sandy mosaic,Maranhão Baba forests,Cerrado,NA,90,26.9,1564
BFA419,BFR109,Ecuador,Ecuador,Ecuador,both sides of the Andes in Ecuador,-1.831239,-78.183406,Not precise,NA,NA,Eastern Cordillera real montane forests,NA,NA,1347,19.5,2952
BFA420,BFR110,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,6.66875,80.32625,Not precise,NA,NA,Sri Lanka lowland rain forests,NA,NA,156,27,3948
BFA421,BFR111,Grecee,Crete,Argyroupoli,Mouselas river,35.32520556,24.32319722,Not precise,NA,NA,Crete Mediterranean forests,NA,NA,61,18.8,818
BFA422,BFR111,Grecee,Crete,Dramia,Petres river bridge,35.345783,24.311743,Not precise,NA,NA,Crete Mediterranean forests,NA,NA,51,18.9,800
BFA423,BFR111,Grecee,Crete,Katholiko monastery,Agiou Ioanni cave,35.591119,24.148026,Not precise,NA,NA,Crete Mediterranean forests,NA,NA,87,18,641
BFA424,BFR111,Grecee,Crete,Kolymvari,mine above village,35.537467,23.781389,Not precise,NA,NA,Crete Mediterranean forests,NA,NA,22,18.9,596
BFA425,BFR111,Grecee,Crete,Lefkogeia,at Venetian bridge ca. 3 km E of Kato Preveli Monastery,35.157891,24.456423,Not precise,NA,NA,Crete Mediterranean forests,NA,NA,181,18.8,900
BFA426,BFR111,Grecee,Crete,Meskla,above creek,35.405319,23.956446,Not precise,NA,NA,Crete Mediterranean forests,NA,NA,201,17.8,676
BFA427,BFR111,Grecee,Crete,Milatos,Milatou cave,35.308274,25.578055,Not precise,NA,NA,Crete Mediterranean forests,NA,NA,125,18.1,559
BFA428,BFR111,Grecee,Crete,Omalos Plateau,Tzani cave,35.349144,23.907791,Not precise,NA,NA,Crete Mediterranean forests,NA,NA,1039,13.1,883
BFA429,BFR111,Grecee,Crete,Patsos,Agiou Antoniou cave,35.246656,24.573064,Not precise,NA,NA,Crete Mediterranean forests,NA,NA,497,16.8,936
BFA430,BFR111,Cyprus,Cyprus,Afendrika,ruins of Panagia Chrysiotissa church and Asomatos church,35.046079,32.973431,Not precise,NA,NA,Cyprus Mediterranean forests,NA,NA,470,16.5,572
BFA431,BFR111,Cyprus,Cyprus,Kakopetria,Troodos Forest abandoned mine 4 km to SW lower gallery,34.916667,32.883333,Not precise,NA,NA,Cyprus Mediterranean forests,NA,NA,1736,10.5,1003
BFA432,BFR111,Cyprus,Cyprus,Kantara,Kantara castle ruins 3 km to NE,35.406224,33.923099,Not precise,NA,NA,Cyprus Mediterranean forests,NA,NA,595,17,568
BFA433,BFR111,Cyprus,Cyprus,Neo Horio,Smigies Trail ca. 3 km to NW abandoned chromite mine system Magnesia Mine,35.023776,32.332613,Not precise,NA,NA,Cyprus Mediterranean forests,NA,NA,290,18,665
BFA434,BFR112,Swaziland,Swaziland,Swaziland,Mbuluzi Game Reserve and Mlawula Nature Reserve,-26.14,32,Not precise,NA,NA,Maputaland coastal forest mosaic,NA,NA,190,22.7,658
BFA435,BFR113,Iran,Iran,Iran,"Mahidasht cave, Karafto cave and Ghaladidar cave",34.81666667,47.34166667,Not precise,NA,NA,Zagros Mountains forest steppe,NA,NA,1909,10.8,451
BFA436,BFR114,Iran,Kermnashah,Kermnashah,Mahidasht Cave,33.38333333,47.5,Not precise,NA,NA,Zagros Mountains forest steppe,NA,NA,1353,15.5,419
BFA437,BFR115,Costa Rica,La Heredia province,Heredia,La Selva Biological Station,10.430622,-84.006969,Not precise,NA,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,64,26.1,3949
BFA438,BFR116,Brazil,Paraná,Tuneiras do Oeste and Cianorte,Reserva Biológica das Perobas,-23.88111111,-52.73555556,Precise,"Floresta Estacional Semidecidual Submontana, Floresta Ombrófila Mista and pinheiro-do-paraná",Mixed forest,Alto Paraná Atlantic forests,Atlantic Forest,600,578,20.3,1445
BFA439,BFR117,Brazil,Ceará,Ceará,The Serra das Almas Nature Reserve,-5.141430556,-40.91627778,Precise,Caatinga vegetation,Coastal sandy mosaic,Caatinga,Atlantic Forest,NA,622,23.4,942
BFA440,BFR118,Netherlands,"Sint eustatius, lesser antilles",Oranjestad,Mango tree next to airfield,17.49041667,-62.98547222,Precise, secondary and much of it is in a pioneer state,NA,Lesser Antillean dry forests,NA,NA,42,26.5,1096
BFA441,BFR118,Netherlands,"Sint eustatius, lesser antilles",Oranjestad,swimming pool Old Gin House,17.48202778,-62.98730556,Precise, secondary and much of it is in a pioneer state,NA,Lesser Antillean dry forests,NA,NA,6,NA,NA
BFA442,BFR118,Netherlands,"Sint eustatius, lesser antilles",Oranjestad," swimming pool, kings well",17.48586111,-62.99088889,Precise, secondary and much of it is in a pioneer state,NA,Lesser Antillean dry forests,NA,NA,10,26.5,1096
BFA443,BFR118,Netherlands,"Sint eustatius, lesser antilles","Sint eustatius, lesser antilles","The Quill, rim of the crater",17.47836111,-62.96530556,Precise,evergreen seasonal forest,NA,Lesser Antillean dry forests,NA,NA,349,24.1,1449
BFA444,BFR119,Brazil,Pernambuco,Sirinhaém,"""Forest Zone"" of the southern Pernambuco coast",-8.583333333,-35.1,Not precise,Mangroove,Rainforest,Pernambuco coastal forests,Atlantic Forest,NA,45,24.6,2048
BFA445,BFR120,Brazil,Pernambuco,Moreno,Carnijó Private Natural Heritage Reserve (RPPN Carnijó),-8.116666667,-35.08333333,Precise,secondary Atlantic Rainforest,Rainforest,Pernambuco coastal forests,Atlantic Forest,NA,77,24.7,1304
BFA149,BFR121,Brazil,Sergipe,Capela,Mata do Junco Wildlife Refuge (RVS-Mata do Junco),-10.53333333,-37.05,Not precise,rainforest with numerous clearings surrounded by an anthropogenic matrix,Coastal sandy mosaic,Caatinga,Atlantic Forest,NA,112,24.3,1271
BFA446,BFR122,Russia,Altai Providence,Altai Providence,Tigirekskiy Nature Reserve,51.26666667,83.03333333,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,514,1.9,627
BFA447,BFR122,Russia,Amur Providence,Amur Providence,Zeyskiy State Nature Reserve,53.95,127.3666667,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,471,-5.5,603
BFA448,BFR122,Russia,Bashkortostan Republic,Bashkortostan Republic,Bol’shoy Kizil River,52.71666667,58.9,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,323,2,359
BFA449,BFR122,Russia,Bashkortostan Republic,Bashkortostan Republic,Maliy Kizil River,53.5,59,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,350,1.7,382
BFA450,BFR122,Russia,Bashkortostan Republic,Bashkortostan Republic,vicinity of Yelimbetovo (village),53.5,58.75,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,460,1.2,408
BFA451,BFR122,Russia,Bashkortostan Republic,Bashkortostan Republic,Yangel’ka River,53.33333333,58.75,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,397,1.6,389
BFA452,BFR122,Russia,Buriatiya Republic,Buriatiya Republic,Dolganskaya Yama Cave,54.46666667,113.7833333,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,884,-6.2,366
BFA453,BFR122,Russia,Chelyabinsk Providence,Chelyabinsk Providence,Serpievskaya Cave,54.9,57.78333333,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,286,1.4,533
BFA454,BFR122,Russia,Dagestan Republic,Dagestan Republic,bank of Terek River,43.51666667,46.41666667,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,12,11.7,377
BFA455,BFR122,Russia,Dagestan Republic,Dagestan Republic,"Dagestan State Nature Reserve, Samur wildlife sanctuary",41.86666667,48.55,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Lake,NA,NA,-13,13.1,346
BFA456,BFR122,Russia,Dagestan Republic,Dagestan Republic,Samur river Valley,41.68333333,48.46666667,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,218,12.2,399
BFA457,BFR122,Russia,Dagestan Republic,Dagestan Republic,Sary- Kum,43,47.23333333,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,73,11.7,369
BFA458,BFR122,Russia,Dagestan Republic,Dagestan Republic,Sulak Canyon,43.03333333,46.78333333,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Kazakh forest steppe,NA,NA,947,7.9,562
BFA459,BFR122,Russia,Irkutsk Providence,Irkutsk Providence,Argaley-3 Cave,53.41666667,103.1,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,South Siberian forest steppe,NA,NA,586,-1.8,443
BFA460,BFR122,Russia,Irkutsk Providence,Irkutsk Providence,Okhotnichya Cave,52.13333333,105.45,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,East Siberian taiga,NA,NA,1011,-3,596
BFA461,BFR122,Russia,Jewish Autonomous Providence,Jewish Autonomous Providence,Birobijan,48.78333333,132.9333333,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,East Siberian taiga,NA,NA,77,0.7,639
BFA462,BFR122,Russia,Kemerovo Providence,Kemerovo Providence,Bezymyanka River,54.35,88.11666667,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,West Siberian taiga,NA,NA,617,-0.4,514
BFA463,BFR122,Russia,Krasnodar Region,Krasnodar Region,Akhshtyrskaya Cave,43.51666667,39.98333333,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,West Siberian taiga,NA,NA,242,13.1,1420
BFA464,BFR122,Russia,Krasnoyarsk Region,Krasnoyarsk Region,Shushenskoe (village),53.33333333,91.93333333,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,West Siberian taiga,NA,NA,276,1,420
BFA465,BFR122,Russia,Mariy-El Republic,Mariy-El Republic,vicinity of Kokshamary (village),56.15,47.71666667,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,West Siberian taiga,NA,NA,64,3.8,549
BFA466,BFR122,Russia,Mordovia Republic,Mordovia Republic,P. D. Smidovich’s Mordovskiy State Nature Reserve,54.81666667,43.33333333,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,West Siberian taiga,NA,NA,149,4.3,570
BFA467,BFR122,Russia,Novosibirsk Providence,Novosibirsk Providence,Barsukovskaya Cave,54.36666667,83.96666667,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,West Siberian taiga,NA,NA,222,1.3,467
BFA468,BFR122,Russia,Perm' Region,Perm' Region,“Predural’e” Biological Station,57.35,57.08333333,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,East Siberian taiga,NA,NA,229,1.3,606
BFA469,BFR122,Russia,Primorskiy Region,Primorskiy Region,Primorskiy Velikan Cave,42.83333333,132.9833333,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,East Siberian taiga,NA,NA,NA,NA,NA
BFA470,BFR122,Russia,Tuva Republic,Tuva Republic,Ak-Erik (village),50.51666667,94.75,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Great Lakes Basin desert steppe,NA,NA,1024,-3.8,294
BFA471,BFR122,Russia,Tuva Republic,Tuva Republic,vicinity of O-shynaa (village),50.65,93.73333333,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Sayan montane conifer forests,NA,NA,809,-2.9,306
BFA472,BFR122,Russia,Tuva Republic,Tuva Republic,Yenisey River near mouth of Begrida River,52.01666667,94.4,Not precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Sayan montane conifer forests,NA,NA,664,-2.5,521
BFA473,BFR122,Russia,Tver' Province,Tver' Province,tunnel near Staritsa,56.58333333,34.98333333,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Sayan montane conifer forests,NA,NA,193,4,625
BFA474,BFR122,Russia,Vladimir Providence,Vladimir Providence,Aleshunino (village),55.81666667,42.33333333,Precise,"floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.",NA,Sayan montane conifer forests,NA,NA,74,4.7,588
BFA475,BFR123,Hungary,Hungary,Hungary,Antal Taró,48.226081,20.362223,Not precise,NA,NA,Pannonian mixed forests,NA,NA,237,9.2,563
BFA476,BFR123,Hungary,Hungary,Hungary,Lök Völgyi BG,48.020777,20.489329,Not precise,NA,NA,Pannonian mixed forests,NA,NA,540,7.8,637
BFA477,BFR124,Albania,Albania,Albania,Albania,40.245,20.43916667,Not precise,NA,NA,Illyrian deciduous forests,NA,NA,438,12.7,1204
BFA478,BFR124,Croatia,Croatia,Croatia,Croatia,43.98924105,16.3721765,Not precise,NA,NA,Illyrian deciduous forests,NA,NA,443,11.6,1021
BFA479,BFR124,Hungary,Hungary,Hungary,Hungary,47.995445,20.457394,Not precise,NA,NA,Pannonian mixed forests,NA,NA,422,8.5,605
BFA480,BFR124,Italy,Italy,Italy,Italy,44.255556,11.665556,Not precise,NA,NA,Italian sclerophyllous and semi-deciduous forests,NA,NA,159,13.4,752
BFA481,BFR124,Portugal,Portugal,Portugal,Portugal,37.327867,-7.664559,Not precise,NA,NA,Iberian sclerophyllous and semi-deciduous forests,NA,NA,180,16.8,522
BFA482,BFR124,Slovakia,Slovakia,Slovakia,Slovakia,48.669028,20.16666667,Not precise,NA,NA,Pannonian mixed forests,NA,NA,284,8.6,588
BFA483,BFR124,Spain,Spain,Spain,Spain,46.792355,6.506496,Not precise,NA,NA,Western European broadleaf forests,NA,NA,981,6.3,1318
BFA484,BFR124,Switzerland,Switzerland,Switzerland,Switzerland,41.6527591,2.7255915,Not precise,NA,NA,Western European broadleaf forests,NA,NA,175,16,686
BFA485,BFR125,South Africa,South Africa,South Africa,Matlapitsi cave,24.11497,30.12151,Not precise,NA,NA,Sahara desert,NA,NA,199,24.5,0
BFA486,BFR125,South Africa,South Africa,South Africa,Madimatle cave,24.37,27.39,Not precise,NA,NA,Sahara desert,NA,NA,562,21.8,0
BFA487,BFR126,Colombia,Tolima,Ambalema,Chorrillo,4.433333333,-74.8,Not precise,Dry forest,Rainforest,Magdalena Valley dry forests,Northern Andean,NA,413,27,1261
BFA488,BFR127,Belize,Orange Walk,Orange Walk,Lamanai Archaeological Reserve (LAR) and the Lamanai Field Research Center (LFRC),17.76666667,-88.65,Not precise,"broadleaf tropical deciduous forest, savanna",Savanna woodland,Belizian pine forests,Mesoamerica,NA,14,25.3,1712
BFA489,BFR128,Mexico,Chiapas,La Trinitaria,La cueva de San Francisco,16.09844444,-92.046,Precise,"vegetación alrededor de la cueva es bosque de encina, así como cultivos de maíz y pastizales",Mixed forest,NA,Mesoamerica,NA,1562,19,1007
BFA490,BFR129,Mexico,Oaxaca,Santa María Huatulco,cave “Cerro Huatulco”,15.84991667,-96.35108333,Precise,"surrounded by patches of tropical forest with medium-sized semideciduous trees, shade coffee plantations, and grasslands",Seasonal riverine forest,Oaxacan montane forests,Mesoamerica,NA,478,25.4,1244
BFA491,BFR130,Brazil,Mato Grosso do Sul,Bandeirantes,Fazenda Cervinho,-19.9551,-54.33577778,Precise,Cerrado,Semideciduos forest,Cerrado,Atlantic Forest,613,597,23.3,1485
BFA492,BFR131,Madagascar,Madagascar,Madagascar,Madagascar,-18.76695,46.869108,Not precise,NA,NA,Madagascar subhumid forests,NA,NA,1358,18.8,1546
BFA493,BFR131,Comoros,Comoros,Comoros,Comoros,-11.64599,43.33354,Not precise,NA,NA,Comoros forests,NA,NA,939,20.3,2161
