SiteCode,RefCode,YearStart,YearFinish,Duration,SamplingEffort,BatEcologicalScale,FlyEcologicalScale,BatSamplingMethod,SamplingNights,SamplingHours,SamplingMistnets,SamplingStrata,SamplingSeason,Observation
BFA300,BFR096,2002,2017,NA,NA,Single,all,mist net,NA,6,6 - 10,NA,dry and wet,NA
BFA301,BFR096,2002,2017,NA,NA,Single,all,mist net,NA,6,7 - 10,NA,dry and wet,NA
BFA302,BFR097,2001,2002,12,NA,Single,all,mist net and hand,40,NA,NA,NA,NA,NA
BFA281,BFR098,2000,2002,5,NA,all,all,NA,NA,NA,NA,NA,NA,NA
BFA303,BFR099,2017,2017,1,NA,all,all,mist net,9,5,3 - 4,U,rainy season,NA
BFA304,BFR100,2010,2011,NA,NA,Single,all,mist net,NA,NA,NA,NA,NA,NA
BFA305,BFR100,2017,2019,NA,NA,Single,all,mist net,NA,NA,NA,NA,NA,NA
BFA306,BFR100,2017,2019,NA,NA,Single,all,mist net,NA,NA,NA,NA,NA,NA
BFA307,BFR100,2017,2019,NA,NA,Single,all,mist net,NA,NA,NA,NA,NA,NA
BFA308,BFR100,2017,2019,NA,NA,Single,all,mist net,NA,NA,NA,NA,NA,NA
BFA274,BFR100,2017,2019,NA,NA,Single,all,mist net,NA,NA,NA,NA,NA,NA
BFA274,BFR101,2010,2011,10,NA,all,all,mist net,NA,NA,NA,NA,NA,NA
BFA309,BFR102,2015,2016,11,4790016,all,all,mist net,77,6,8,U,NA,NA
BFA310,BFR103,2018,2019,10,933120,all,all,mist net,18,4,12,U,NA,NA
BFA311,BFR103,2018,2019,10,466560,all,all,mist net,9,4,12,U,NA,NA
BFA295,BFR103,2018,2019,10,466560,all,all,mist net,9,4,12,U,NA,NA
BFA312,BFR104,2016,2016,,540,all,all,mist net,2,6,3,U,NA,NA
BFA313,BFR104,2016,2016,,2700,all,all,mist net,3,6,10,U,NA,NA
BFA314,BFR104,2012,2012,,720,all,all,mist net,2,6,4,U,NA,NA
BFA315,BFR104,2016,2016,,1350,all,all,mist net,3,6,5,U,NA,NA
BFA316,BFR104,2016,2016,,1800,all,all,mist net,4,6,5,U,NA,NA
BFA317,BFR104,2017,2017,,450,all,all,mist net,1,6,5,U,NA,NA
BFA318,BFR104,2016,2016,,1350,all,all,mist net,3,6,5,U,NA,NA
BFA319,BFR104,2016,2016,,1350,all,all,mist net,3,6,5,U,NA,NA
BFA320,BFR104,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,NA
BFA321,BFR104,2016,2016,,0,all,all,mist net,NA,NA,NA,NA,NA,NA
BFA322,BFR104,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,NA
BFA323,BFR104,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,NA
BFA324,BFR104,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,NA
BFA325,BFR104,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,NA
BFA326,BFR104,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,NA
BFA327,BFR104,2018,2018,,2430,all,all,mist net,3,6,9,U,NA,NA
BFA169,BFR105,2004,2005,13,NA,Single,all,mist net,NA,12,2,U,NA,1 or 2 mistnets
BFA328,BFR106,2009,2009,8,1728,all,all,mist net,NA,12,NA,NA,NA,
BFA329,BFR107,2006,2008,28,NA,all,all,mist net,28,7,NA,NA,NA,
BFA330,BFR108,1997,1997,4,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA331,BFR109,2004,2005,12,NA,all,all,mist net,NA,4,4,U,"Primavera, verão, outono, inverno",
BFA332,BFR110,2016,2016,1,NA,Single,all,NA,NA,NA,NA,NA,NA,
BFA333,BFR111,1942,1942,,,Single,Single,,,,,,,
BFA334,BFR111,1942,1942,,,Single,Single,,,,,,,
BFA335,BFR112,1999,1999,,,Single,Single,,,,,,,
BFA336,BFR112,1999,1999,,,Single,Single,,,,,,,
BFA337,BFR112,1999,1999,,,Single,Single,,,,,,,
BFA338,BFR112,1999,1999,,,Single,Single,,,,,,,
BFA339,BFR112,1999,1999,,,Single,Single,,,,,,,
BFA340,BFR112,1999,1999,,,Single,Single,,,,,,,
BFA341,BFR112,1999,1999,,,Single,Single,,,,,,,
BFA342,BFR113,1989,1991,,,Single,Single,,,,,,,
BFA343,BFR113,1992,1992,,,Single,Single,,,,,,,
BFA344,BFR113,1995,1995,,,Single,Single,,,,,,,
BFA345,BFR113,1992,1992,,,Single,Single,,,,,,,
BFA346,BFR113,1991,1991,,,Single,Single,,,,,,,
BFA347,BFR113,1991,1991,,,Single,Single,,,,,,,
BFA348,BFR113,2008,2008,,,Single,Single,,,,,,,
BFA349,BFR113,1997,1997,,,Single,Single,,,,,,,
BFA350,BFR113,1995,1995,,,Single,Single,,,,,,,
BFA351,BFR113,1997,1997,,,Single,Single,,,,,,,
BFA352,BFR113,1996,1997,,,Single,Single,,,,,,,
BFA353,BFR113,1997,2008,,,Single,Single,,,,,,,
BFA354,BFR113,1995,1995,,,Single,Single,,,,,,,
BFA355,BFR113,1998,1998,,,Single,Single,,,,,,,
BFA356,BFR113,1995,1995,,,Single,Single,,,,,,,
BFA357,BFR113,2003,2003,,,Single,Single,,,,,,,
BFA003,BFR113,,,,,Single,Single,,,,,,,
BFA358,BFR113,1996,1996,,,Single,Single,,,,,,,
BFA359,BFR114,2005,2006,,,Single,Single,,,,,,,
BFA346,BFR114,2008,2008,,,Single,Single,,,,,,,
BFA360,BFR114,2008,2008,,,Single,Single,,,,,,,
BFA361,BFR114,2006,2006,,,Single,Single,,,,,,,
BFA362,BFR115,2013,2015,,,Single,Single,,,,,,,
BFA363,BFR116,2017,2017,,84 redes hora 2.5*12 cada red,all,all,mist net,,7,2,,,
BFA364,BFR116,2017,2017,,,all,all,mist net,,7,2,,,
BFA365,BFR116,2017,2017,,,all,all,mist net,,7,2,,,
BFA366,BFR116,2017,2017,,,all,all,mist net,,7,2,,,
BFA367,BFR117,1904,1904,1,,Single,Single,,,,,,,
BFA368,BFR118,1978,1978,,,Single,Single,,,,,,,
BFA369,BFR119,2013,2013,1,,all,all,mist net,12,4,10,U,,
BFA370,BFR120,2011,2012,6,,all,all,mist net,21,12,14,U,,
BFA371,BFR121,,,,,Single,Single,mist net,,,,U,,
BFA358,BFR122,1999,1999,,,Single,Single,,,,,,,
BFA372,BFR122,1998,1998,,,Single,Single,,,,,,,
BFA373,BFR122,1998,1998,,,Single,Single,,,,,,,
BFA374,BFR122,1993,1993,,,Single,Single,,,,,,,
BFA375,BFR123,1979,1981,3,,all,all,mist net,11,3,NA,NA,NA,
BFA376,BFR124,1932,1932,,,Single,Single,,,,,,,
BFA329,BFR125,1994,2010,199,311.04 h.net,all,all,mist net,NA,6,,U,NA,
BFA283,BFR126,2000,2019,NA,"103,313 m² h,",Single,all,mist net,40,6,NA,NA,Rain and dry season,
BFA377,BFR127,1941,1941,3,,all,all,NA,NA,NA,NA,NA,NA,
BFA378,BFR128,2013,2015,NA,NA,Single,Single,NA,NA,NA,NA,NA,NA,
BFA379,BFR128,2013,2015,NA,NA,Single,Single,NA,NA,NA,NA,NA,NA,
BFA380,BFR128,2013,2015,NA,NA,Single,Single,NA,NA,NA,NA,NA,NA,
BFA381,BFR128,2013,2015,NA,NA,Single,Single,NA,NA,NA,NA,NA,NA,
BFA382,BFR128,2013,2015,NA,NA,Single,Single,NA,NA,NA,NA,NA,NA,
BFA383,BFR128,2013,2015,NA,NA,Single,Single,NA,NA,NA,NA,NA,NA,
BFA384,BFR128,2013,2015,NA,NA,Single,Single,NA,NA,NA,NA,NA,NA,
BFA385,BFR128,2013,2015,NA,NA,Single,Single,NA,NA,NA,NA,NA,NA,
BFA386,BFR128,2013,2015,NA,NA,Single,Single,NA,NA,NA,NA,NA,NA,
BFA387,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA388,BFR129,1969,1969,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA389,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA390,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA391,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA392,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA393,BFR129,1988,1988,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA394,BFR129,1988,1988,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA395,BFR129,1969,1969,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA396,BFR129,1963,1963,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA397,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA398,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA399,BFR129,1994,1994,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA400,BFR129,1938,1938,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA401,BFR129,1992,1992,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA402,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA403,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA404,BFR129,1963,1963,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA405,BFR129,1968,1968,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA406,BFR129,1962,1962,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA407,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA408,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA409,BFR129,2001,2001,NA,NA,all,all,mist net and hand,NA,NA,NA,NA,NA,
BFA410,BFR130,1993,1993,NA,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA411,BFR130,1993,1993,NA,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA412,BFR130,1993,1993,NA,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA413,BFR130,1992,1992,NA,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA414,BFR130,1992,1992,NA,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA415,BFR130,1991,1991,NA,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA416,BFR130,1985,1985,NA,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA417,BFR130,1984,1984,NA,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA418,BFR130,1985,1985,NA,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA419,BFR130,1995,1995,NA,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA420,BFR131,1951,1951,1,NA,Single,Single,hand,NA,NA,NA,NA,NA,Ocasional registred
BFA281,BFR132,1980,1980,3,,Single,all,mist net,NA,3,NA,NA,NA,
BFA421,BFR133,2016,2002,1,12m*2.5,all,all,mist net,10,5,4,U,,
BFA422,BFR134,1961,1961,NA,NA,all,all,NA,NA,NA,NA,NA,NA,
BFA423,BFR134,1952,1952,NA,NA,all,all,NA,NA,NA,NA,NA,NA,
BFA424,BFR134,NA,NA,NA,NA,all,all,NA,NA,NA,NA,NA,NA,
BFA425,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA426,BFR135,1939,1939,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA427,BFR135,1960,1960,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA428,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA429,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA430,BFR135,NA,NA,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA431,BFR135,1960,1960,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA432,BFR135,1958,1958,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA433,BFR135,1958,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA434,BFR135,1958,1958,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA435,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA436,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA437,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA438,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA439,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA440,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA441,BFR135,1954,1954,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA442,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA443,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA444,BFR135,1943,1943,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA445,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA446,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA447,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA448,BFR135,1960,1960,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA449,BFR135,1958,1958,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA450,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA451,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA452,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA453,BFR135,1959,1959,NA,NA,Single,Single,"mist net, shooting",NA,NA,NA,NA,NA,
BFA454,BFR136,2013,2013,2,,Single,all,mist net,NA,NA,NA,U,NA,
BFA455,BFR137,1961,1961,,,Single,Single,,,,,,,
BFA456,BFR137,1963,1963,,,Single,Single,,,,,,,
BFA457,BFR137,1960,1960,,,Single,Single,,,,,,,
BFA458,BFR137,1960,1960,,,Single,Single,,,,,,,
BFA459,BFR137,1962,1962,,,Single,Single,,,,,,,
BFA460,BFR137,1960,1960,,,Single,Single,,,,,,,
BFA461,BFR137,1962,1963,,,Single,Single,,,,,,,
BFA462,BFR137,1958,1958,,,Single,Single,,,,,,,
BFA463,BFR137,1963,1963,,,Single,Single,,,,,,,
BFA464,BFR138,1967,1967,,,Single,Single,,,,,,,
BFA465,BFR138,1967,1967,,,Single,Single,,,,,,,
BFA466,BFR138,1966,1966,,,Single,Single,,,,,,,
BFA467,BFR138,NA,NA,,,Single,Single,,,,,,,
BFA468,BFR138,1967,1967,,,Single,Single,,,,,,,
BFA469,BFR138,1967,1967,,,Single,Single,,,,,,,
BFA470,BFR138,1967,1967,,,Single,Single,,,,,,,
BFA471,BFR138,1968,1968,,,Single,Single,,,,,,,
BFA472,BFR138,1968,1968,,,Single,Single,,,,,,,
BFA473,BFR138,1966,1966,,,Single,Single,,,,,,,
BFA474,BFR138,1965,1965,,,Single,Single,,,,,,,
BFA475,BFR138,1967,1967,,,Single,Single,,,,,,,
BFA476,BFR138,1966,1966,,,Single,Single,,,,,,,
BFA477,BFR138,1965,1965,,,Single,Single,,,,,,,
BFA478,BFR138,1965,1965,,,Single,Single,,,,,,,
BFA479,BFR138,1967,1967,,,Single,Single,,,,,,,
BFA480,BFR138,NA,NA,,,Single,Single,,,,,,,
BFA481,BFR138,1966,1966,,,Single,Single,,,,,,,
BFA482,BFR138,1965,1965,,,Single,Single,,,,,,,
BFA468,BFR139,1967,1967,,,Single,Single,,,,,,,
BFA483,BFR139,1967,1967,,,Single,Single,,,,,,,
BFA469,BFR139,1967,1967,,,Single,Single,,,,,,,
BFA465,BFR139,1967,1967,,,Single,Single,,,,,,,
BFA484,BFR139,1967,1967,,,Single,Single,,,,,,,
BFA485,BFR139,1968,1968,,,Single,Single,,,,,,,
BFA486,BFR139,1966,1966,,,Single,Single,,,,,,,
BFA487,BFR139,1968,1968,,,Single,Single,,,,,,,
BFA488,BFR140,1935,1935,,,Single,Single,,,,,,,
BFA489,BFR140,1935,1935,,,Single,Single,,,,,,,
BFA490,BFR140,1935,1935,,,Single,Single,,,,,,,
BFA491,BFR141,2006,2006,2,,all,all,trampas “ratoneras” confeccionadas con malla de alambre,,,,,,
BFA492,BFR141,2006,2006,2,,all,all,,,,,,,
BFA493,BFR142,1948,1948,,,all,all,,,,,,,
BFA494,BFR142,1949,1949,,,all,all,,,,,,,
BFA495,BFR142,1950,1950,,,all,all,,,,,,,
BFA496,BFR142,1945,1945,,,all,all,,,,,,,
BFA497,BFR142,1950,1950,,,all,all,,,,,,,
BFA498,BFR142,1950,1950,,,all,all,,,,,,,
BFA499,BFR142,1948,1948,,,all,all,,,,,,,
BFA500,BFR142,1951,1951,,,all,all,,,,,,,
BFA501,BFR142,1950,1950,,,all,all,,,,,,,
BFA502,BFR142,NA,NA,,,all,all,,,,,,,
BFA503,BFR142,1950,1950,,,all,all,,,,,,,
BFA504,BFR142,1949,1949,,,all,all,,,,,,,
BFA505,BFR142,1950,1950,,,all,all,,,,,,,
BFA506,BFR142,1944,1944,,,all,all,,,,,,,
BFA507,BFR142,NA,NA,,,all,all,,,,,,,
BFA508,BFR143,2017,2017,2,2.5*6,all,all,"mist net, hand",,7,3,U,,
BFA509,BFR144,1903,,,,all,all,,,,,,,
BFA510,BFR144,1962,,,,all,all,,,,,,,
BFA511,BFR145,2012,2016,53,25.650 k.m²,all,all,mist net,,12,,,,
BFA512,BFR146,1981,1987,72,,all,all,mist net,,,,,,
BFA513,BFR147,,,,,Single,Single,,,,,,,
BFA158,BFR147,,,,,Single,Single,,,,,,,
BFA514,BFR147,,,,,Single,Single,,,,,,,
BFA515,BFR147,,,,,Single,Single,,,,,,,
BFA516,BFR147,,,,,Single,Single,,,,,,,
BFA517,BFR147,,,,,Single,Single,,,,,,,
BFA518,BFR147,,,,,Single,Single,,,,,,,
BFA519,BFR147,,,,,Single,Single,,,,,,,
BFA520,BFR147,,,,,Single,Single,,,,,,,
BFA216,BFR147,,,,,Single,Single,,,,,,,
BFA521,BFR147,,,,,Single,Single,,,,,,,
BFA522,BFR148,NA,NA,NA,36.225 m²/h,Single,all,mist net,NA,6,7,U,,
BFA523,BFR149,2017,2018,14,,all,all,mist net,,,,U,,
BFA524,BFR150,2004,2004,,,Single,Single,hand,,,,,,
BFA525,BFR151,2008,2009,12,,all,all,"mist net, hand",9,10,42m,,,
BFA526,BFR151,2008,2009,12,,all,all,"mist net, hand",9,10,42m,,,
BFA527,BFR152,1977,19787,11,,all,all,,,,,,,
BFA528,BFR153,1953,1953,,,Single,Single,,,,,,,
BFA529,BFR154,1970,1971,5,,Single,Single,"mist net, hand nets",,,,,,
BFA529,BFR154,1970,1971,5,,Single,Single,"mist net, hand nets",,,,,,
BFA529,BFR154,1970,1971,5,,Single,Single,"mist net, hand nets",,,,,,
BFA529,BFR154,1970,1971,5,,Single,Single,"mist net, hand nets",,,,,,
BFA529,BFR154,1970,1971,5,,Single,Single,"mist net, hand nets",,,,,,
BFA529,BFR154,1970,1971,5,,Single,Single,"mist net, hand nets",,,,,,
BFA529,BFR154,1970,1971,5,,Single,Single,"mist net, hand nets",,,,,,
BFA529,BFR154,1970,1971,5,,Single,Single,"mist net, hand nets",,,,,,
BFA529,BFR154,1970,1971,5,,Single,Single,"mist net, hand nets",,,,,,
BFA530,BFR155,2013,2015,26,22343.76m2h,all,all,mist net,13,4,7-10,,,
BFA530,BFR155,2013,2015,26,13250.52,all,all,mist net,13,5,7-10,,,
BFA530,BFR155,2013,2015,26,368.64,all,all,mist net,11,1,7-10,,,
BFA530,BFR155,2013,2015,26,5231.52,all,all,mist net,14,4,7-10,,,
BFA530,BFR155,2014,2014,1,432,all,all,mist net,1,12,7-10,,,
BFA530,BFR155,2014,2014,1,108,all,all,mist net,1,12,1,,,
BFA530,BFR155,2013,2015,26,368.64,all,all,mist net,1,4,7-10,,,
BFA531,BFR156,1939,1939,,,Single,Single,,,,,,,
BFA532,BFR156,1941,1941,,,Single,Single,,,,,,,
BFA533,BFR156,1941,1941,,,Single,Single,,,,,,,
BFA534,BFR156,1947,1947,,,Single,Single,,,,,,,
BFA535,BFR156,1943,1951,,,Single,Single,,,,,,,
BFA536,BFR156,1940,1940,,,Single,Single,,,,,,,
BFA537,BFR156,1941,1941,,,Single,Single,,,,,,,
BFA538,BFR156,1909,1909,,,Single,Single,,,,,,,
BFA539,BFR156,1947,1947,,,Single,Single,,,,,,,
BFA540,BFR156,1949,1949,,,Single,Single,,,,,,,
BFA541,BFR156,NA,NA,,,Single,Single,,,,,,,
BFA542,BFR156,1955,1955,,,Single,Single,,,,,,,
BFA543,BFR156,1939,1939,,,Single,Single,,,,,,,
BFA544,BFR156,1934,1934,,,Single,Single,,,,,,,
BFA545,BFR156,1932,1932,,,Single,Single,,,,,,,
BFA546,BFR156,1953,1953,,,Single,Single,,,,,,,
BFA547,BFR156,1954,1954,,,Single,Single,,,,,,,
BFA548,BFR156,1957,1957,,,Single,Single,,,,,,,
BFA549,BFR156,1956,1956,,,Single,Single,,,,,,,
BFA550,BFR156,1950,1950,,,Single,Single,,,,,,,
BFA551,BFR156,1940,1940,,,Single,Single,,,,,,,
BFA552,BFR156,1939,1939,,,Single,Single,,,,,,,
BFA553,BFR156,NA,NA,,,Single,Single,,,,,,,
BFA554,BFR157,1951,1951,,,Single,Single,,,,,,,
BFA555,BFR157,1940,1940,,,Single,Single,,,,,,,
BFA556,BFR157,1941,1941,,,Single,Single,,,,,,,
BFA557,BFR157,1940,1940,,,Single,Single,,,,,,,
BFA558,BFR157,1946,1946,,,Single,Single,,,,,,,
BFA559,BFR157,1937,1937,,,Single,Single,,,,,,,
BFA560,BFR157,1936,1936,,,Single,Single,,,,,,,
BFA561,BFR157,1940,1950,,,Single,Single,,,,,,,
BFA562,BFR157,1952,1952,,,Single,Single,,,,,,,
BFA563,BFR157,NA,NA,,,Single,Single,,,,,,,
BFA564,BFR157,1960,1960,,,Single,Single,,,,,,,
BFA565,BFR158,1933,1938,,,Single,Single,,,,,,,
BFA566,BFR158,,,,,Single,Single,,,,,,,
BFA567,BFR158,,,,,Single,Single,,,,,,,
BFA568,BFR158,1966,1966,,,Single,Single,,,,,,,
BFA569,BFR158,,,,,Single,Single,,,,,,,
BFA570,BFR158,,,,,Single,Single,,,,,,,
BFA571,BFR158,1926,1926,,,Single,Single,,,,,,,
BFA572,BFR158,,,,,Single,Single,,,,,,,
BFA573,BFR158,1965,1965,,,Single,Single,,,,,,,
BFA574,BFR158,1964,1964,,,Single,Single,,,,,,,
BFA575,BFR158,1964,1965,,,Single,Single,,,,,,,
BFA576,BFR158,1966,1966,,,Single,Single,,,,,,,
BFA577,BFR158,1961,1961,,,Single,Single,,,,,,,
BFA578,BFR158,1964,1965,,,Single,Single,,,,,,,
BFA579,BFR158,1965,1965,,,Single,Single,,,,,,,
BFA580,BFR158,1965,1966,,,Single,Single,,,,,,,
BFA581,BFR158,1965,1965,,,Single,Single,,,,,,,
BFA582,BFR158,1966,1966,,,Single,Single,,,,,,,
BFA583,BFR158,1961,1961,,,Single,Single,,,,,,,
BFA584,BFR158,1964,1964,,,Single,Single,,,,,,,
BFA585,BFR158,1965,1965,,,Single,Single,,,,,,,
BFA586,BFR158,1965,1965,,,Single,Single,,,,,,,
BFA587,BFR158,1967,1968,,,Single,Single,,,,,,,
BFA588,BFR158,,,,,Single,Single,,,,,,,
BFA589,BFR158,,,,,Single,Single,,,,,,,
BFA590,BFR158,,,,,Single,Single,,,,,,,
BFA591,BFR158,1965,1965,,,Single,Single,,,,,,,
BFA592,BFR158,1933,1933,,,Single,Single,,,,,,,
BFA593,BFR158,,,,,Single,Single,,,,,,,
BFA594,BFR158,,,,,Single,Single,,,,,,,
BFA595,BFR158,1964,1965,,,Single,Single,,,,,,,
BFA596,BFR158,1967,1968,,,Single,Single,,,,,,,
BFA597,BFR158,,,,,Single,Single,,,,,,,
BFA598,BFR158,,,,,Single,Single,,,,,,,
BFA599,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA600,BFR158,,,,,Single,Single,,,,,,,
BFA601,BFR158,1967,1967,,,Single,Single,,,,,,,
BFA602,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA603,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA604,BFR158,1967,1967,,,Single,Single,,,,,,,
BFA605,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA606,BFR158,1969,1969,,,Single,Single,,,,,,,
BFA607,BFR158,1969,1969,,,Single,Single,,,,,,,
BFA608,BFR158,1969,1969,,,Single,Single,,,,,,,
BFA609,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA610,BFR158,1969,1969,,,Single,Single,,,,,,,
BFA611,BFR158,1967,1967,,,Single,Single,,,,,,,
BFA612,BFR158,1969,1969,,,Single,Single,,,,,,,
BFA613,BFR158,1969,1969,,,Single,Single,,,,,,,
BFA614,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA615,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA616,BFR158,1969,1969,,,Single,Single,,,,,,,
BFA617,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA618,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA619,BFR158,1967,1967,,,Single,Single,,,,,,,
BFA620,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA621,BFR158,1967,1967,,,Single,Single,,,,,,,
BFA622,BFR158,1967,1967,,,Single,Single,,,,,,,
BFA623,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA624,BFR158,1967,1967,,,Single,Single,,,,,,,
BFA625,BFR158,1971,1971,,,Single,Single,,,,,,,
BFA626,BFR158,1953,1953,,,Single,Single,,,,,,,
BFA627,BFR158,1948,1948,,,Single,Single,,,,,,,
BFA628,BFR158,1948,1948,,,Single,Single,,,,,,,
BFA629,BFR158,1946,1946,,,Single,Single,,,,,,,
BFA630,BFR158,1957,1957,,,Single,Single,,,,,,,
BFA631,BFR158,1949,1949,,,Single,Single,,,,,,,
BFA632,BFR158,,,,,Single,Single,,,,,,,
BFA633,BFR158,1965,1965,,,Single,Single,,,,,,,
BFA634,BFR158,1965,1965,,,Single,Single,,,,,,,
BFA635,BFR158,1960,1960,,,Single,Single,,,,,,,
BFA636,BFR158,1970,1970,,,Single,Single,,,,,,,
BFA637,BFR158,1962,1962,,,Single,Single,,,,,,,
BFA638,BFR158,,,,,Single,Single,,,,,,,
BFA639,BFR158,1962,1962,,,Single,Single,,,,,,,
BFA640,BFR158,1949,1949,,,Single,Single,,,,,,,
BFA641,BFR158,1962,1962,,,Single,Single,,,,,,,
BFA642,BFR158,,,,,Single,Single,,,,,,,
BFA643,BFR158,1962,1962,,,Single,Single,,,,,,,
BFA644,BFR158,1968,1968,,,Single,Single,,,,,,,
BFA645,BFR158,,,,,Single,Single,,,,,,,
BFA646,BFR158,1967,1968,,,Single,Single,,,,,,,
