BatPopulationCode;RefCode;SiteCode;BatFamily;BatGenus;BatSpecies;CurrentBatSpecies;BatSubspecies;BatRoost;BatCaptureNumber;BatMarks;BatFemales;BatMales;BatJuvenile;BatAdult;BatLactatingFemales;BatNonreproductiveFemales;BatPregnantFemales;BatNonreproductiveMales;BatScrotalTestesMales;Observations
BFBPOP1108;BFR061;BFA254;Phyllostomidae;Leptonycteris;Leptonycteris yerbabuenae;Leptonycteris yerbabuenae;NA;Cave Human-madestructure;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1109;BFR062;BFA255;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1110;BFR062;BFA255;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1111;BFR062;BFA255;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1112;BFR062;BFA255;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1113;BFR062;BFA255;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1114;BFR062;BFA255;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1115;BFR062;BFA255;Phyllostomidae;Micronycteris;Micronycteris megalotis;Micronycteris megalotis;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1116;BFR062;BFA255;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1117;BFR062;BFA255;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1118;BFR062;BFA255;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1119;BFR062;BFA255;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1120;BFR062;BFA255;Phyllostomidae;Vampyressa;Vampyressa pusilla;Vampyressa pusilla;NA;Foliage Human-madestructure Tent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1121;BFR063;BFA256;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1122;BFR063;BFA256;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1123;BFR063;BFA256;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1124;BFR063;BFA256;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1125;BFR063;BFA256;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;Cave;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1126;BFR063;BFA256;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1127;BFR063;BFA256;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1128;BFR063;BFA256;Vespertilionidae;Histiotus;Histiotus velatus;Histiotus velatus;NA;Cave Human-madestructure;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1129;BFR063;BFA256;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1130;BFR064;BFA257;Noctilionidae;Noctilio;Noctilio leporinus;Noctilio leporinus;NA;Cave Human-madestructure Treecavity;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1131;BFR065;BFA258;Phyllostomidae;Leptonycteris;Leptonycteris curasoae;Leptonycteris curasoae;NA;Cave Human-madestructure;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1132;BFR066;BFA259;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1133;BFR066;BFA259;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1134;BFR066;BFA259;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1135;BFR066;BFA259;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1136;BFR066;BFA259;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1137;BFR066;BFA259;Phyllostomidae;Glossophaga;Glossophaga commissarisi;Glossophaga commissarisi;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1138;BFR066;BFA259;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1139;BFR066;BFA259;Phyllostomidae;Leptonycteris;Leptonycteris yerbabuenae;Leptonycteris yerbabuenae;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1140;BFR066;BFA259;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1141;BFR066;BFA259;Phyllostomidae;Platyrrhinus;Platyrrhinus helleri;Platyrrhinus helleri;NA;Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1142;BFR066;BFA259;Mormoopidae;Pteronotus;Pteronotus davyi;Pteronotus fulvus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1143;BFR066;BFA259;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mesoamericanus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1144;BFR066;BFA259;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1145;BFR066;BFA259;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1146;BFR066;BFA259;Phyllostomidae;Uroderma;Uroderma bilobatum;Uroderma convexum;NA;Human-madestructure Tent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1147;BFR066;BFA260;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1148;BFR066;BFA260;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1149;BFR066;BFA260;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1150;BFR066;BFA260;Phyllostomidae;Dermanura;Dermanura tolteca;Artibeus toltecus;NA;Cave Foliage Human-madestructure Tent ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1151;BFR066;BFA260;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1152;BFR066;BFA260;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1153;BFR066;BFA260;Phyllostomidae;Platyrrhinus;Platyrrhinus helleri;Platyrrhinus helleri;NA;Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1154;BFR066;BFA260;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mesoamericanus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1155;BFR066;BFA260;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1156;BFR066;BFA260;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1157;BFR066;BFA261;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1158;BFR066;BFA261;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1159;BFR066;BFA261;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1160;BFR066;BFA261;Mormoopidae;Mormoops;Mormoops megalophylla;Mormoops megalophylla;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1161;BFR066;BFA261;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1162;BFR066;BFA261;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1163;BFR067;BFA262;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1164;BFR067;BFA262;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1165;BFR067;BFA262;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1166;BFR067;BFA263;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1167;BFR067;BFA263;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1168;BFR067;BFA263;Vespertilionidae;Eptesicus;Eptesicus furinalis;Eptesicus furinalis;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1169;BFR067;BFA263;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1170;BFR067;BFA263;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1171;BFR068;BFA264;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;Treecavity;7;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1172;BFR068;BFA264;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;4;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1173;BFR068;BFA264;Phyllostomidae;Tonatia;Tonatia bidens;Tonatia maresi;NA;Treecavity;3;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1174;BFR068;BFA264;Phyllostomidae;Lophostoma;Lophostoma carrikeri;Lophostoma carrikeri;NA;Termitenest Treecavity;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1175;BFR068;BFA264;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;10;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1176;BFR068;BFA264;Phyllostomidae;Artibeus;Artibeus obscurus;Artibeus obscurus;NA;Foliage Human-madestructure;16;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1177;BFR068;BFA264;Phyllostomidae;Rhinophylla;Rhinophylla fischerae;Rhinophylla fischerae;NA;Foliage;14;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1178;BFR068;BFA264;Noctilionidae;Noctilio;Noctilio albiventris;Noctilio albiventris;NA;Treecavity;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1179;BFR068;BFA264;Mormoopidae;Pteronotus;Pteronotus sp.;Pteronotus sp.;NA;NA;34;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1180;BFR068;BFA264;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;15;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1181;BFR068;BFA264;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;23;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1182;BFR068;BFA264;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;5;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1183;BFR068;BFA264;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;7;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1184;BFR068;BFA264;Phyllostomidae;Uroderma;Uroderma bilobatum;Uroderma bilobatum;NA;Human-madestructure Tent;3;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1185;BFR068;BFA264;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;Cave Human-madestructure;9;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1186;BFR068;BFA264;Phyllostomidae;Uroderma;Uroderma magnirostrus;Uroderma magnirostrum;NA;Human-madestructure Tent;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1187;BFR068;BFA264;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;283;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1188;BFR068;BFA264;Phyllostomidae;Dermanura;Dermanura cinerea;Artibeus cinereus;NA;Foliage Tent;19;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1189;BFR069;BFA265;Phyllostomidae;Micronycteris;Micronycteris microtis;Micronycteris microtis;NA;Cave Human-madestructure Treecavity;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1190;BFR069;BFA265;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;8;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1191;BFR069;BFA265;Phyllostomidae;Gardnerycteris;Gardnerycteris crenulatum;Gardnerycteris crenulatum;NA;Human-madestructure Treecavity;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1192;BFR069;BFA265;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;7;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1193;BFR069;BFA265;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;13;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1194;BFR069;BFA265;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;12;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1195;BFR069;BFA265;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;30;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1196;BFR069;BFA265;Phyllostomidae;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;NA;Cave;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1197;BFR069;BFA265;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;159;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1198;BFR069;BFA265;Phyllostomidae;Dermanura;Artibeus cinereus;Artibeus cinereus;NA;Foliage Tent;8;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1199;BFR069;BFA265;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1200;BFR069;BFA265;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;150;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1201;BFR069;BFA265;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;38;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1202;BFR069;BFA265;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;44;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1203;BFR069;BFA265;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;114;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1204;BFR069;BFA265;Phyllostomidae;Sturnira;Sturnira tildae;Sturnira tildae;NA;Rivercliff;8;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1205;BFR069;BFA265;Mormoopidae;Pteronotus;Pteronotus rubiginosus;Pteronotus rubiginosus;NA;Cave;5;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1206;BFR069;BFA265;Molossidae;Molossops;Molossops temminckii;Molossops temminckii;NA;Foliage;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1207;BFR069;BFA265;Vespertilionidae;Lasiurus;Lasiurus blossevillii;Lasiurus blossevillii;NA;Foliage;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1208;BFR069;BFA265;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;Treecavity;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1209;BFR069;BFA265;Vespertilionidae;Myotis;Myotis sp.;Myotis sp.;NA;NA;7;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1210;BFR070;BFA266;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;127;NA;66;61;14;NA;21;34;5;29;23;poslactanting 1
BFBPOP1211;BFR070;BFA266;Phyllostomidae;Brachyphylla;Brachyphylla cavernarum;Brachyphylla cavernarum;NA;Cave;35;NA;17;18;1;NA;1;15;NA;10;8;NA
BFBPOP1212;BFR071;BFA267;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;40;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1213;BFR071;BFA267;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;152;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1214;BFR071;BFA267;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;3;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1215;BFR071;BFA267;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;18;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1216;BFR071;BFA267;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;17;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1217;BFR071;BFA267;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;126;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1218;BFR072;BFA268;Mormoopidae;Mormoops;Mormoops megalophylla;Mormoops megalophylla;NA;Cave;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1219;BFR072;BFA268;Vespertilionidae;Antrozous;Antrozous pallidus;Antrozous pallidus;NA;Treecavity;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1220;BFR072;BFA268;Vespertilionidae;Corynorhinus;Corynorhinus townsendii;Corynorhinus townsendii;NA;Cave Human-madestructure;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1221;BFR072;BFA268;Vespertilionidae;Myotis;Myotis velifer;Myotis velifer;NA;Human-madestructure Treecavity;162;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1222;BFR072;BFA268;Vespertilionidae;Myotis;Myotis yumanensis;Myotis yumanensis;NA;Treecavity;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1223;BFR073;BFA269;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1224;BFR073;BFA269;Phyllostomidae;Leptonycteris;Leptonycteris nivalis;Leptonycteris nivalis;NA;Cave Human-madestructure;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1225;BFR073;BFA269;Phyllostomidae;Leptonycteris;Leptonycteris yerbabuenae;Leptonycteris yerbabuenae;NA;Cave Human-madestructure;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1226;BFR073;BFA269;Vespertilionidae;Myotis;Myotis velifer;Myotis velifer;NA;Human-madestructure Treecavity;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1227;BFR073;BFA269;Molossidae;Tadarida;Tadarida brasiliensis;Tadarida brasiliensis;NA;Cave Human-madestructure;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1228;BFR074;BFA270;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1229;BFR075;BFA271;Phyllostomidae;Leptonycteris;Leptonycteris yerbabuenae;Leptonycteris yerbabuenae;NA;Cave Human-madestructure;157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1230;BFR075;BFA271;Mormoopidae;Pteronotus;Pteronotus davyi;Pteronotus fulvus;NA;Cave;113;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1231;BFR075;BFA271;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mexicanus;NA;Cave;159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1232;BFR075;BFA271;Mormoopidae;Pteronotus;Pteronotus personatus;Pteronotus psilotis;NA;Cave;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1233;BFR076;BFA272;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1234;BFR076;BFA272;Phyllostomidae;Artibeus;Artibeus obscurus;Artibeus obscurus;NA;Foliage Human-madestructure;98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1235;BFR076;BFA272;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1236;BFR076;BFA272;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1237;BFR076;BFA272;Phyllostomidae;Lophostoma;Lophostoma carrikeri;Lophostoma carrikeri;NA;Termitenest Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
